"gene","bulk_logFC","bulk_adjP","module","direction","kME","validation_logFC","direction_concordant","pb_dominant_celltype","pb_log2FC","pb_p","pb_class","composition_adj_class","validation_logFC_full","cross_cohort_concordant","ev_bulk_sig","ev_cross_conc","ev_hub","ev_pb_intrinsic","ev_adj_retain","evidence_layer_count"
"POP5",1.14888803148265,5.35151651460363e-06,"turquoise","up",0.828889797067173,0.516553685185186,TRUE,"Myeloid",0.897469357763055,0.000304760094228479,"both","attenuated",0.516553685185186,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"TAGLN",-1.38462752545412,5.35535345995267e-06,"yellow","down",0.877910927532577,-5.63272890740741,TRUE,"Pericyte",-0.603629046502526,0.0331188043628041,"both","attenuated",-5.63272890740741,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"CRABP2",-2.10060485061141,6.98687246574643e-06,"yellow","down",0.930425106162364,-0.446195712962964,TRUE,"Fibroblast",-1.76973372365149,0.000172030755828244,"both","attenuated",-0.446195712962964,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"RABGGTB",1.16536238219198,7.58465369444644e-06,"turquoise","up",0.862184662931381,0.414022916666664,TRUE,"Myeloid",0.886917610824058,1.29899048665048e-05,"both","attenuated",0.414022916666664,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"BOC",-1.02077741960138,8.27040820866199e-06,"yellow","down",0.90297675725872,-1.030349,TRUE,"Fibroblast",-1.63713655149647,0.0173090125125329,"both","attenuated",-1.030349,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"GLB1",1.11419884922513,9.95187664599017e-06,"turquoise","up",0.817943827967715,0.818448425925927,TRUE,"Myeloid",6.88792479477558e-06,0.0128780640529059,"both","attenuated",0.818448425925927,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"DACT1",-1.21795728670701,1.20502391402531e-05,"yellow","down",0.814824829545315,-2.52974638888889,TRUE,"Fibroblast",-2.13505874339219,2.10614159934276e-05,"both","attenuated",-2.52974638888889,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"KATNAL1",1.04260850784657,1.44937194415604e-05,"turquoise","up",0.954069501061511,0.679092925925927,TRUE,"Schwann/tumour",4.31653681781856e-06,0.0275954876428041,"both","attenuated",0.679092925925927,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"SYNPO2",-1.3861009854441,2.9899101905595e-05,"yellow","down",0.832606746519249,-4.13112672222222,TRUE,"Pericyte",-0.759522920843762,0.036547857444029,"both","attenuated",-4.13112672222222,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"AQP1",-1.39810428661912,3.12777188699258e-05,"yellow","down",0.815270649185717,-5.76545109259259,TRUE,"Endothelial",-6.35189407993614e-06,0.00159433676113089,"both","attenuated",-5.76545109259259,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"GPC6",-1.16611455996068,4.81415799109584e-05,"yellow","down",0.813925046191259,-2.66510975,TRUE,"Pericyte",-1.39405900595777,0.00253064421061966,"both","attenuated",-2.66510975,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"MRPS28",1.26655990842483,5.05224884738221e-05,"turquoise","up",0.845651718740437,0.321505222222222,TRUE,"Myeloid",1.13695496170515,0.000202903855752324,"both","attenuated",0.321505222222222,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"AOC3",-1.39891189212953,8.33194681052866e-05,"yellow","down",0.830517689044647,-3.58311844444445,TRUE,"Pericyte",-1.35612213792853,0.0044918383400504,"both","attenuated",-3.58311844444445,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"CD248",-1.37481174338396,0.000105897988497143,"yellow","down",0.807769067557445,-0.767535842592593,TRUE,"Fibroblast",-1.40266029275639,0.000344525779806529,"both","attenuated",-0.767535842592593,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"ERBIN",1.19364159160833,0.000108207354854302,"turquoise","up",0.868807452104971,0.490984259259259,TRUE,"Endothelial",0.436539736423946,0.00311009622785909,"cell-intrinsic (candidate)","attenuated",0.490984259259259,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"VIT",-1.64806624716499,0.000315303040506232,"yellow","down",0.800191980925888,-4.58322259259259,TRUE,"Fibroblast",-0.458555577327892,0.169818738577971,"composition-consistent","retained",-4.58322259259259,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,4
"SKA2",1.01175878308019,0.00035850300058241,"turquoise","up",0.911121611171286,0.983379814814812,TRUE,"Pericyte",0.597773489445861,0.0204101560961603,"cell-intrinsic (candidate)","attenuated",0.983379814814812,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"CD36",-1.53168019495913,0.000435975201873821,"yellow","down",0.811973745394492,-3.30288871296296,TRUE,"Endothelial",-3.58238831556948e-06,0.000266608182710496,"both","attenuated",-3.30288871296296,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"CCDC3",-1.06932371697995,0.000547310721150523,"yellow","down",0.814562332459271,-0.779790712962963,TRUE,"Pericyte",-1.58915170823589,1.20663616606817e-09,"both","attenuated",-0.779790712962963,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4
"LGI4",2.63774359106014,2.40290367705679e-13,"turquoise","up",0.813883137947146,1.96422043518518,TRUE,"Schwann/tumour",5.57517864729385e-06,0.0871811656543462,"composition-consistent","attenuated",1.96422043518518,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"RRM2B",1.5930803883431,6.2615431010234e-13,NA,NA,NA,NA,NA,"Myeloid",5.75207574437538e-06,0.117411230495877,"composition-consistent","retained",1.51489353703704,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3
"PDZD2",2.56001570504703,8.40895598442881e-13,"turquoise","up",0.813274915539802,1.78247889814815,TRUE,"Schwann/tumour",1.16227695701828e-06,0.205647624382423,"composition-consistent","attenuated",1.78247889814815,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SLC16A7",-1.5278691966276,9.19007482864573e-13,NA,NA,NA,NA,NA,"T cell",9.33142519314553e-06,0.278819770959168,"ambiguous/undetermined","retained",-1.47542482407408,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3
"ANK3",2.41360839996531,4.65795535210926e-12,"turquoise","up",0.81823075814593,1.41141759259259,TRUE,"Schwann/tumour",3.83421478955892e-07,0.84464414380736,"composition-consistent","attenuated",1.41141759259259,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"RCAN3",1.44529347103932,7.33980281182821e-12,"turquoise","up",0.87763838122283,0.790328259259259,TRUE,"T cell",-8.52696377956105e-06,0.743948108896607,"composition-consistent","attenuated",0.790328259259259,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"MET",2.20364965756052,1.21265381570301e-11,"turquoise","up",0.859027781741631,1.7899654537037,TRUE,"Endothelial",-3.66281390462999e-06,0.0313266195494581,"ambiguous/undetermined","attenuated",1.7899654537037,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"AFDN",-1.54152593546106,2.04322605825602e-11,"yellow","down",0.849423600410207,-3.45612977777778,TRUE,"Endothelial",1.14312323469131e-07,0.978096105749322,"composition-consistent","attenuated",-3.45612977777778,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SEMA3B",2.39043737306477,3.46713102061669e-11,"turquoise","up",0.822314237115517,1.64872787037037,TRUE,"Schwann/tumour",3.59681376900687e-06,0.0918850689203071,"composition-consistent","attenuated",1.64872787037037,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"HPS5",1.63957722372244,4.39419787190604e-11,"turquoise","up",0.914034475024207,0.930910240740742,TRUE,"Schwann/tumour",-1.61597185264744e-05,0.435318465141901,"composition-consistent","attenuated",0.930910240740742,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"TMEM62",1.12970386384426,6.6816895066786e-11,"turquoise","up",0.923085121482359,0.710955407407409,TRUE,"Endothelial",-2.62714823286442e-06,0.208662285850186,"ambiguous/undetermined","attenuated",0.710955407407409,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SLC16A4",1.96911780117194,9.33894434098873e-11,"turquoise","up",0.861275494044446,1.3439252962963,TRUE,"Schwann/tumour",1.37309530056629e-06,0.416969371433486,"composition-consistent","attenuated",1.3439252962963,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"BBS12",1.36752625489052,1.75237712112595e-10,"turquoise","up",0.899830303912941,0.626144574074073,TRUE,"Schwann/tumour",1.57324455576582e-06,0.335973598090921,"composition-consistent","attenuated",0.626144574074073,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SPATA13",1.82196172314495,1.90467555451842e-10,"turquoise","up",0.854445224168132,0.649712796296296,TRUE,"Schwann/tumour",1.71974217648652e-06,0.292452335038655,"composition-consistent","attenuated",0.649712796296296,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"TDRD7",1.45049558940787,3.4024999541139e-10,"turquoise","up",0.894784332413239,0.717508287037036,TRUE,"Myeloid",2.57918333585147e-06,0.102893427698667,"composition-consistent","attenuated",0.717508287037036,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"KIF16B",1.44174218569314,4.25912162447244e-10,"turquoise","up",0.851770527747357,0.661061046296297,TRUE,"Schwann/tumour",1.56311582732532e-06,0.386137328879502,"composition-consistent","attenuated",0.661061046296297,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ADAM17",1.3496846605667,4.44663503910117e-10,"turquoise","up",0.889173564500495,0.939938166666666,TRUE,"Myeloid",-2.26567581290522e-06,0.418330672293971,"composition-consistent","attenuated",0.939938166666666,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ERBB2",1.37636772012722,4.52458759385928e-10,"turquoise","up",0.865612667741132,0.908829944444445,TRUE,"Schwann/tumour",5.30322449287266e-07,0.103292971085412,"composition-consistent","attenuated",0.908829944444445,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CCND2",1.75862173235853,4.7184090872231e-10,"turquoise","up",0.848552192665827,2.22655727777778,TRUE,"T cell",1.52763807673981e-06,0.598772188035017,"composition-consistent","attenuated",2.22655727777778,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ARFIP1",1.3289822996677,7.285981309072e-10,"turquoise","up",0.877415687038148,0.646339787037036,TRUE,"Schwann/tumour",2.97693546332451e-06,0.169522474627759,"composition-consistent","attenuated",0.646339787037036,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PDE3A",-1.49437891151889,8.21297806980155e-10,"yellow","down",0.860455610721435,-2.24306087962963,TRUE,"Pericyte",0.00155455192661233,0.998544929900511,"composition-consistent","attenuated",-2.24306087962963,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PPM1K",1.77290238564148,8.21297806980155e-10,"turquoise","up",0.848518834927956,1.32571072222222,TRUE,"Schwann/tumour",1.50005562302087e-07,0.941010131477327,"composition-consistent","attenuated",1.32571072222222,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PARP9",1.47504140065228,8.40605248361182e-10,"turquoise","up",0.832376210227804,1.11335100925926,TRUE,"Endothelial",-1.36654575130734e-07,0.95280986431421,"ambiguous/undetermined","attenuated",1.11335100925926,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CLMN",1.45400698489746,9.81530011759608e-10,"turquoise","up",0.834687270312478,0.252540342592594,TRUE,"Pericyte",-0.0147477971223,0.94106055642931,"ambiguous/undetermined","attenuated",0.252540342592594,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ZRSR2",1.2751885772714,9.99249817510734e-10,"turquoise","up",0.853799123993302,0.337508527777779,TRUE,"Myeloid",1.79237843282204e-05,0.961590358764921,"composition-consistent","attenuated",0.337508527777779,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"DAG1",1.35907270053354,1.13495371200113e-09,"turquoise","up",0.843681474447238,0.693781611111113,TRUE,"Schwann/tumour",1.11568662228232e-06,0.49924575956045,"composition-consistent","attenuated",0.693781611111113,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CYP2U1",1.46640136273632,1.16703094291305e-09,"turquoise","up",0.879456690113268,0.462879953703705,TRUE,"Schwann/tumour",2.95053272036417e-06,0.0818763014986445,"composition-consistent","attenuated",0.462879953703704,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CAB39L",2.57722229259522,1.29655113591144e-09,"turquoise","up",0.843436353540884,1.06678918518519,TRUE,"Schwann/tumour",-9.2007807101324e-08,0.982544024920399,"composition-consistent","attenuated",1.06678918518519,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"BCL2",1.45631481676639,1.40352913275079e-09,"turquoise","up",0.804942807348418,0.661561018518517,TRUE,"T cell",6.94278624149923e-07,0.808679856746071,"composition-consistent","attenuated",0.661561018518517,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"DTX3L",1.4410687005027,1.66946802009682e-09,"turquoise","up",0.882733756202156,1.24244052777778,TRUE,"Endothelial",5.55360249979798e-06,0.788671263756533,"ambiguous/undetermined","attenuated",1.24244052777778,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"TLE1",1.63020170967926,1.82381131473984e-09,"turquoise","up",0.86472821762766,0.994184851851852,TRUE,"Schwann/tumour",2.02097253197499e-06,0.226455182364191,"composition-consistent","attenuated",0.994184851851852,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"NXPE3",1.23601895668929,1.93927468370197e-09,"turquoise","up",0.876712838796528,1.14622435185185,TRUE,"Endothelial",-7.64420931837969e-06,0.00128944412678373,"ambiguous/undetermined","attenuated",1.14622435185185,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ZNF536",1.9313292897047,2.17726875487305e-09,"turquoise","up",0.868058062903066,1.13644339814815,TRUE,"Schwann/tumour",1.1274706394696e-06,0.496949606769223,"composition-consistent","attenuated",1.13644339814815,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SLC35D2",1.50765021809869,2.23707375964293e-09,"turquoise","up",0.960375432232269,0.885589444444447,TRUE,"Schwann/tumour",3.7274702357648e-06,0.287782304547506,"composition-consistent","attenuated",0.885589444444447,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"WASHC4",1.53307573599152,2.8924670829165e-09,"turquoise","up",0.953053884378065,0.71876398148148,TRUE,"Myeloid",-6.91791790907575e-06,0.0893683736033053,"composition-consistent","attenuated",0.71876398148148,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"MTCL3",1.86776741613724,2.89946027903062e-09,"turquoise","up",0.845385804758317,1.07128394444444,TRUE,NA,NA,NA,"ambiguous/undetermined","attenuated",1.07128394444444,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SLC30A4",1.37861264631303,3.24607653940181e-09,"turquoise","up",0.927219377159851,0.670563712962961,TRUE,"Schwann/tumour",3.16266250574939e-06,0.0722134632423727,"composition-consistent","attenuated",0.670563712962961,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"YEATS2",1.14891537544796,3.54501562296699e-09,"turquoise","up",0.872624560178375,1.04953741666667,TRUE,"Endothelial",3.51289428610128e-06,0.0785995935024654,"ambiguous/undetermined","attenuated",1.04953741666667,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"WWP1",1.60321199086045,3.64112880654223e-09,"turquoise","up",0.865533527206037,1.21818996296296,TRUE,"Endothelial",-3.09211425543125e-05,0.0749901710863527,"ambiguous/undetermined","attenuated",1.21818996296296,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"BTBD3",1.27939883899692,3.80686132304014e-09,"turquoise","up",0.929633251301163,0.763695342592593,TRUE,"Schwann/tumour",5.4708254517743e-07,0.765409986893991,"composition-consistent","attenuated",0.763695342592593,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"CHD7",1.38919866631997,3.80686132304014e-09,"turquoise","up",0.907400941651422,1.93629172222222,TRUE,"Schwann/tumour",9.0207956339524e-07,0.568339312080747,"composition-consistent","attenuated",1.93629172222222,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"NMI",1.50173308843254,4.14847726795227e-09,"turquoise","up",0.861785482117289,0.992076148148148,TRUE,"Myeloid",3.35392436142656e-07,0.951837987535051,"composition-consistent","attenuated",0.992076148148148,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"GSAP",1.43003526500309,4.22882393403093e-09,"turquoise","up",0.880955884900322,1.42087267592592,TRUE,"Myeloid",-2.06840727871453e-06,0.579106861379266,"composition-consistent","attenuated",1.42087267592592,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SLC44A2",1.3692091421542,4.52678144112885e-09,"turquoise","up",0.870909440261126,1.31330101851852,TRUE,"Endothelial",-8.19982752620971e-06,0.115997999854552,"ambiguous/undetermined","attenuated",1.31330101851852,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ARHGEF10",1.23837331625752,4.64585715268115e-09,"turquoise","up",0.851279988128311,0.812231555555554,TRUE,"Schwann/tumour",-5.52231329896244e-07,0.639796365892814,"composition-consistent","attenuated",0.812231555555554,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PRKAB2",1.24950328359753,4.65764768459963e-09,"turquoise","up",0.891046261989916,0.410211148148148,TRUE,"Schwann/tumour",6.20267393615373e-06,0.759515952659165,"composition-consistent","attenuated",0.410211148148148,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ITGB4",1.85600807749962,4.79106520604273e-09,"turquoise","up",0.813439672440235,1.01323437037037,TRUE,"Schwann/tumour",3.11474346066402e-06,0.172011147920652,"composition-consistent","attenuated",1.01323437037037,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ITPK1",1.4760408839468,5.41527616071826e-09,"turquoise","up",0.812913087641169,1.63069925,TRUE,"Schwann/tumour",4.61897096998622e-06,0.103346097595038,"composition-consistent","attenuated",1.63069925,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"AS3MT",1.21866340523285,5.76326786386081e-09,"turquoise","up",0.820891430171682,1.42005532407407,TRUE,"Fibroblast",-0.155494794968791,0.419976654146447,"ambiguous/undetermined","attenuated",1.42005532407407,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"AP3M2",1.4935493795744,5.82952465222215e-09,"turquoise","up",0.934814163730407,0.96670612037037,TRUE,"T cell",-2.54532193464816e-06,0.340060126822279,"composition-consistent","attenuated",0.96670612037037,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"TANC1",1.46872624225367,5.87449867463126e-09,"turquoise","up",0.868951652392511,0.863708564814816,TRUE,"Endothelial",3.95414429009315e-06,0.236651747100078,"ambiguous/undetermined","attenuated",0.863708564814816,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"POLI",1.18049919596222,5.9950870766701e-09,"turquoise","up",0.945296804611078,0.0703157870370355,TRUE,"Schwann/tumour",1.43102833366879e-07,0.581640504312455,"composition-consistent","attenuated",0.0703157870370354,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"GBA1",1.49130460265613,1.08441931887488e-08,"turquoise","up",0.900825056478974,0.986965583333333,TRUE,NA,NA,NA,"ambiguous/undetermined","attenuated",0.986965583333333,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ABCD3",1.64254200263531,1.18122641838271e-08,"turquoise","up",0.887583227215572,0.726889648148148,TRUE,"Schwann/tumour",5.74063006767879e-08,0.982762775658076,"composition-consistent","attenuated",0.726889648148148,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"MINDY2",1.65223441316577,1.18122641838271e-08,"turquoise","up",0.932228636334856,0.441922592592594,TRUE,"Schwann/tumour",9.49352932654254e-07,0.636332456035012,"composition-consistent","attenuated",0.441922592592594,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PLBD2",1.13906264711565,1.25309201536115e-08,"turquoise","up",0.911737741118974,0.994387685185183,TRUE,"Fibroblast",-0.390586822749827,0.226859460112006,"ambiguous/undetermined","attenuated",0.994387685185183,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"UXS1",1.40950337446492,1.29447190361459e-08,"turquoise","up",0.812855524641717,0.288143787037038,TRUE,"Schwann/tumour",-5.41622787404541e-07,0.728675171885409,"composition-consistent","attenuated",0.288143787037038,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PARP14",1.4572428879522,1.39616087209312e-08,"turquoise","up",0.831362877289347,1.04961732407408,TRUE,"Myeloid",1.35569038930105e-06,0.576074600489625,"composition-consistent","attenuated",1.04961732407408,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"KAT2B",1.4459923175798,1.45531721755396e-08,"turquoise","up",0.861345465967909,0.8270062037037,TRUE,"Schwann/tumour",2.34531172447731e-06,0.147097720225067,"composition-consistent","attenuated",0.8270062037037,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"WSB1",1.35363791430995,1.47442568312287e-08,"turquoise","up",0.89137593656755,0.59344277777778,TRUE,"Schwann/tumour",-1.94771650263188e-06,0.418107980046753,"composition-consistent","attenuated",0.59344277777778,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"FBXL2",1.12832893039476,1.60154845554634e-08,"turquoise","up",0.87902652046539,0.721038555555555,TRUE,"Schwann/tumour",1.83416427244763e-06,0.0805074520265524,"composition-consistent","attenuated",0.721038555555555,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ZNF385D",-1.53457752582883,1.68387497260779e-08,"yellow","down",0.900450438060299,-0.990735351851852,TRUE,"Endothelial",-2.0409990231632e-06,0.126832209491159,"composition-consistent","attenuated",-0.990735351851852,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"BPGM",1.12398009906862,1.69133961674545e-08,"turquoise","up",0.824795294020185,0.486781555555555,TRUE,"Schwann/tumour",1.71112367615841e-06,0.447678529084201,"composition-consistent","attenuated",0.486781555555555,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SETDB2",1.2219341793963,1.78924494734864e-08,"turquoise","up",0.884987937691949,0.222915500000003,TRUE,"Myeloid",1.11011953533515e-05,0.977429443646491,"composition-consistent","attenuated",0.222915500000003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"ALG5",1.23879769897996,2.05830730732331e-08,"turquoise","up",0.87683099660642,0.489062037037037,TRUE,"Schwann/tumour",-6.45949160124094e-07,0.831807580489816,"composition-consistent","attenuated",0.489062037037037,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SAMD9",1.52994065918427,2.25609442227411e-08,"turquoise","up",0.818730251556609,1.24834081481481,TRUE,"T cell",3.63906971522353e-06,0.31743646770113,"composition-consistent","attenuated",1.24834081481481,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"FNDC5",-1.09116899133539,2.27740505044445e-08,"yellow","down",0.837894373105818,0.129475361111113,FALSE,"Fibroblast",0.075010187625844,0.696635324326903,"composition-consistent","retained",0.129475361111113,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
"PPT2",1.32009465641095,2.497424477188e-08,"turquoise","up",0.885943536893058,0.804398870370372,TRUE,"Endothelial",1.52084479607522e-06,0.431849489339452,"ambiguous/undetermined","attenuated",0.804398870370372,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PLXNA3",1.18313506693061,2.57408892071591e-08,"turquoise","up",0.937868865385978,1.19991937962963,TRUE,"Schwann/tumour",9.33787016886491e-07,0.658160210856821,"composition-consistent","attenuated",1.19991937962963,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"EVI5",1.93204718023362,2.75719745676898e-08,"turquoise","up",0.930523933196157,0.573409870370371,TRUE,"Schwann/tumour",1.9460176661499e-06,0.417980139088817,"composition-consistent","attenuated",0.573409870370371,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"TOM1L2",1.29082887889514,2.95371827629944e-08,"turquoise","up",0.865693512208662,1.23540609259259,TRUE,"Schwann/tumour",2.34291082821158e-07,0.934096507137411,"composition-consistent","attenuated",1.23540609259259,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"DNAAF9",1.40103521713416,3.0049541180625e-08,"turquoise","up",0.927926281489806,0.861534351851853,TRUE,NA,NA,NA,"ambiguous/undetermined","attenuated",0.861534351851853,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"KIF1A",1.98961629397996,3.19274197791524e-08,"turquoise","up",0.811155645016388,0.986698342592595,TRUE,"Schwann/tumour",2.37343811538835e-07,0.896326520261365,"composition-consistent","attenuated",0.986698342592595,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SNX24",1.75866759705397,3.19274197791524e-08,"turquoise","up",0.910186836644205,1.22886909259259,TRUE,"Schwann/tumour",6.57775918467447e-07,0.809137417148656,"composition-consistent","attenuated",1.22886909259259,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SLC12A4",1.02475769729915,3.45762409947096e-08,"turquoise","up",0.945283659983384,0.528441944444445,TRUE,"Pericyte",0.358054706274804,0.0539740434277095,"ambiguous/undetermined","attenuated",0.528441944444445,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"NAPEPLD",1.26341032663146,3.56084514632534e-08,"turquoise","up",0.818687396107487,0.948298638888889,TRUE,"Schwann/tumour",2.21283363006717e-07,0.888527653858714,"composition-consistent","attenuated",0.948298638888889,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SIPA1L1",1.37025542402082,3.59204637357688e-08,"turquoise","up",0.912201632504637,1.17921811111111,TRUE,"Schwann/tumour",-9.95652296213893e-07,0.653360948009589,"composition-consistent","attenuated",1.17921811111111,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"TBX18",-1.19975462938165,3.60703871480577e-08,"yellow","down",0.921777032544122,-2.25189981481481,TRUE,"Pericyte",-0.148754994104079,0.428596961199694,"composition-consistent","attenuated",-2.25189981481481,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"MOSPD2",1.56463127873323,3.87338082704041e-08,"turquoise","up",0.889852432980375,0.857273444444445,TRUE,"Schwann/tumour",1.83054680209155e-06,0.247857274683819,"composition-consistent","attenuated",0.857273444444445,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"RTKN",1.15191823645798,4.21904096496469e-08,"turquoise","up",0.836840282308084,0.46704437962963,TRUE,"Schwann/tumour",-4.21396534976723e-07,0.852418928266243,"composition-consistent","attenuated",0.46704437962963,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"PRICKLE1",-1.60799277790208,4.27133950906739e-08,"yellow","down",0.82098932066042,-1.8620789537037,TRUE,"Fibroblast",-0.192129437496316,0.494114390300753,"composition-consistent","attenuated",-1.8620789537037,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"SLITRK2",1.49826400754511,4.39479828997764e-08,"turquoise","up",0.80535427889859,0.903500296296297,TRUE,"Schwann/tumour",-6.71544624890788e-07,0.748712720852444,"composition-consistent","attenuated",0.903500296296297,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
"RNF213",1.12285428328759,4.62513469080083e-08,"turquoise","up",0.893576139840081,1.19074961111111,TRUE,"T cell",2.7745260406226e-06,0.37997788423116,"composition-consistent","attenuated",1.19074961111111,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3
