"gene","original_logFC","original_adj.P.Val","adjusted_logFC","AveExpr","t","adjusted_P.Value","adjusted_adj.P.Val","B","original_sig","adjusted_sig","classification"
"MXRA5",-0.619172767898996,0.0614535374011404,1.06933314789793,7.53847701755,1.68577916251655,0.100301108415266,0.369876983029144,-4.80663799773067,FALSE,FALSE,"neither"
"MXRA7",-0.0871727884841906,0.42031155583399,-0.16293258547982,8.446996998425,-0.567782044549598,0.573628013239188,0.769276852674611,-5.98977911933445,FALSE,FALSE,"neither"
"MXRA8",0.0246547668874353,0.805717226542341,0.125603826230612,9.5718824665,0.488352446969152,0.628192695791846,0.799568314432284,-6.03060668544482,FALSE,FALSE,"neither"
"MYADM",-0.39544980581187,0.129832587210855,0.859861553051995,10.3343994173,1.32244340249451,0.194181376954947,0.493658289300956,-5.30994866540752,FALSE,FALSE,"neither"
"MYADML2",-0.34062657569545,0.00147468805677811,-0.279720288878651,7.645534461475,-1.05578608324474,0.297942458859282,0.586409237518587,-5.60887974008794,FALSE,FALSE,"neither"
"MYB",-0.409757210972241,0.00150493844885927,-0.0700843809836579,5.39947725025,-0.22398959122408,0.824004078927699,0.912267797336262,-6.12260335852263,FALSE,FALSE,"neither"
"MYBBP1A",0.21861174102159,0.0820996962132527,0.330659119563781,8.809526878675,1.03313385662457,0.308281594045887,0.592688723136262,-5.6313900380251,FALSE,FALSE,"neither"
"MYBL1",1.23784671157826,2.29390288974986e-05,1.64186211693104,6.750720929075,2.56912233323667,0.0143863232864856,0.139734422594295,-3.18073016078101,TRUE,FALSE,"attenuated"
"MYBL2",-0.745304211173477,3.20056032877913e-05,0.101692769985323,7.390729182425,0.376629567549487,0.708611111128914,0.844975020869952,-6.07775355817641,FALSE,FALSE,"neither"
"MYBPC1",-0.463043488538935,0.00197578760905804,-0.411072411963204,5.71268948775,-1.20710839822317,0.235092688294755,0.532627113105003,-5.44682282532384,FALSE,FALSE,"neither"
"MYBPC2",-0.434952024521974,0.00131097253822351,-0.213077164566283,6.49057259675,-0.680789237049935,0.500266515252748,0.725014061280873,-5.92132493721833,FALSE,FALSE,"neither"
"MYBPC3",-0.437231252122589,5.07592553090778e-05,-0.178547676497898,7.1791655512,-0.717201708316764,0.477771040448288,0.710140383332299,-5.89670328993502,FALSE,FALSE,"neither"
"MYBPH",-0.524699729615268,0.00145249219432003,-0.236025017177066,7.301745827525,-0.579499169412707,0.56578356651581,0.764794261688584,-5.98324265290037,FALSE,FALSE,"neither"
"MYBPHL",-0.280384884272168,0.00582840059667556,-0.126340186341919,6.1386811835,-0.503936231873604,0.617304786236881,0.794039956359432,-6.02307400043904,FALSE,FALSE,"neither"
"MYC",-0.438788042431765,0.150405585371772,0.734665933940401,10.246314667225,1.02668874105293,0.311268896710068,0.595458980149267,-5.63770992243505,FALSE,FALSE,"neither"
"MYCBP",-0.00166820554587321,0.989482355234519,0.409796429476929,7.79223570245,1.3403713700388,0.188341976752387,0.486306128823218,-5.28765499898553,FALSE,FALSE,"neither"
"MYCBP2",0.491781918497305,0.00517988429292324,0.143592753344556,9.023565946225,0.316323960234152,0.753544057109359,0.872893042002143,-6.09818215097922,FALSE,FALSE,"neither"
"MYCBPAP",-0.316149784082498,0.00517888966707186,-0.239125503863375,6.28148227,-0.836373968896466,0.408339723318455,0.664076350867895,-5.80741784705617,FALSE,FALSE,"neither"
"MYCL",-0.212403347020816,0.00876640059813708,-0.0348042225229147,7.1456166613,-0.175334602373755,0.861776269669823,0.932196716451632,-6.13212385269834,FALSE,FALSE,"neither"
"MYCN",-0.196067127414031,0.184325295815878,-0.491546891170249,6.58005394915,-1.26295904104583,0.214548198678534,0.513706119483437,-5.38196487971042,FALSE,FALSE,"neither"
"MYCT1",-0.790879324090207,0.000520543774530657,-0.0831568316683338,6.815850605325,-0.201516920829422,0.84140424666028,0.92067774602989,-6.12728790411907,FALSE,FALSE,"neither"
"MYD88",-0.0410492323816456,0.74729507711546,0.487236955410175,9.143604707575,1.68516642499419,0.100405196822719,0.369876983029144,-4.80754800261835,FALSE,FALSE,"neither"
"MYDGF",0.319728617354667,0.00542565640705031,0.861404153392332,10.136678267,3.38234801110105,0.00171446413611949,0.041728799596277,-1.29193274920644,FALSE,FALSE,"neither"
"MYEF2",0.831547491583656,1.06375178610961e-05,0.0250292826279279,8.340451116275,0.0765964699401062,0.93935951560362,0.97070821422619,-6.144319268356,FALSE,FALSE,"neither"
"MYEOV",-0.532622645033921,0.000673077014331089,-0.332396983261578,6.9704990652,-0.873211687344145,0.388210510344616,0.65139069654803,-5.77714974002994,FALSE,FALSE,"neither"
"MYF5",-0.256046552988433,0.0110984125262953,-0.276320368297073,5.2247243929,-1.05850409003316,0.296713338549024,0.585719837135735,-5.606152189404,FALSE,FALSE,"neither"
"MYF6",-0.335757748278334,0.00457753075197692,-0.0205569477037803,5.6240068622,-0.0676429356922566,0.946435973067896,0.974093759878861,-6.14495271078499,FALSE,FALSE,"neither"
"MYG1",0.212246481054745,0.0597793563026143,0.572845014205813,9.391067080275,2.07188545506922,0.0453269920907797,0.254153022673893,-4.16045455477025,FALSE,FALSE,"neither"
"MYH1",-0.340611012909791,0.0171438519744014,-0.370430071640621,4.42888788745,-0.994419803961261,0.326512865543357,0.607029966792072,-5.6688000929635,FALSE,FALSE,"neither"
"MYH10",0.0445308778342355,0.843707025210183,0.395287215538976,8.5961841399,0.817711886837675,0.418785081665116,0.670070621775806,-5.82226808803387,FALSE,FALSE,"neither"
"MYH11",-1.1676935398589,0.000250028033521535,-0.493790665138708,8.211653917775,-0.875297691047293,0.387089600180891,0.650836568324617,-5.77539855983137,TRUE,FALSE,"attenuated"
"MYH13",-0.622466361550501,0.000500794831369977,-0.601385834271527,5.5974565133,-1.41399670901026,0.165767986441862,0.462727851065399,-5.19327381353701,FALSE,FALSE,"neither"
"MYH14",0.13722802290054,0.262035033622187,-0.735698755409094,8.274795327375,-2.73051892954478,0.00964252526114554,0.113048496431076,-2.83113265774107,FALSE,FALSE,"neither"
"MYH15",-0.672667404423283,2.18735720682915e-05,-1.1005403591421,5.112791299,-2.98258231119569,0.00504869312176874,0.0778760131517095,-2.25906325599807,FALSE,FALSE,"neither"
"MYH2",-0.529753894808788,0.00146388567189053,-0.525404170713269,5.1955360888,-1.2277281058483,0.227344879053439,0.525888674975036,-5.42319091966842,FALSE,FALSE,"neither"
"MYH3",-0.269086001920583,0.00421031424835613,-0.293680927035615,6.2766790753,-1.2036859576799,0.236383726005053,0.533425980726218,-5.45071767480676,FALSE,FALSE,"neither"
"MYH4",-0.330210600538164,0.0019008984289477,-0.284724039775064,4.3527596085,-1.05239588819161,0.299477239354453,0.586641225763986,-5.61227535460487,FALSE,FALSE,"neither"
"MYH6",-0.364795827563608,0.000834232887407081,-0.380778338020797,6.146221105,-1.47527167717849,0.14863016891767,0.441336622696049,-5.11129344206264,FALSE,FALSE,"neither"
"MYH7",-0.332907439212799,0.00773849998450551,-0.181386733274233,6.39870089475,-0.558638808371866,0.579792034814808,0.771911735723272,-5.99478300835101,FALSE,FALSE,"neither"
"MYH7B",-0.233922712898225,0.0121556415989174,-0.169798362118473,6.670533395975,-0.699854395630713,0.488411499667846,0.7173889420432,-5.90859348344707,FALSE,FALSE,"neither"
"MYH8",-0.350305376028527,0.0054481515038772,-0.0725421514594827,4.422611086075,-0.226305609963158,0.822216113222252,0.911304687686072,-6.12209235052159,FALSE,FALSE,"neither"
"MYH9",-0.149957124001542,0.30180592840317,0.606030697187191,10.7765310368,1.72171917850218,0.0935180852748499,0.358831129681709,-4.75115211860326,FALSE,FALSE,"neither"
"MYL1",-0.479250447811102,0.000524762450598805,-0.296735638783679,4.811666061525,-0.866525504528154,0.391817173452744,0.65377062894455,-5.78273575474616,FALSE,FALSE,"neither"
"MYL10",-0.291517909754819,0.00815633617146113,-0.202501057737554,4.992415273475,-0.699993327439786,0.488331874305277,0.7173889420432,-5.90849285260505,FALSE,FALSE,"neither"
"MYL11",-0.431684310516576,0.000622939499981843,-0.013521367363028,7.30111968795,-0.0491180197901959,0.961090778288484,0.981539518252069,-6.14601364509631,FALSE,FALSE,"neither"
"MYL12A",0.227629125683889,0.0738526945154808,0.172763525394014,9.850348943225,0.568900592974907,0.572873613915964,0.768979315356404,-5.98916404048069,FALSE,FALSE,"neither"
"MYL12B",0.349762707586741,0.000860674961652604,0.339038295484365,12.08390755425,1.40536749479616,0.168284984557813,0.465344204589785,-5.20456878013501,FALSE,FALSE,"neither"
"MYL2",-0.830793217970699,0.00163300963293207,-0.697214510839286,5.264506705675,-1.07634049093038,0.288781275751415,0.578889735974027,-5.58804942218617,FALSE,FALSE,"neither"
"MYL3",-0.933199231614496,5.17084244430769e-07,-1.52815120531592,6.23562640615,-4.03827218184246,0.000262250630414433,0.0161296995622339,0.413659927055611,FALSE,TRUE,"adjusted-only"
"MYL4",-0.453657358433305,0.00128517137345184,0.197466615558801,6.6059186507,0.622071204722883,0.537730620555303,0.74667811467123,-5.95840454940073,FALSE,FALSE,"neither"
"MYL5",0.420489632466463,0.000472467197825498,0.177595310262081,8.579138883275,0.628561180730135,0.533514144818212,0.743923159363482,-5.95447151971952,FALSE,FALSE,"neither"
"MYL6",0.122238559097921,0.0124545165381736,0.121261140269616,12.8480519315,0.997079967871913,0.325225908347439,0.606325996016292,-5.66628336228893,FALSE,FALSE,"neither"
"MYL6B",-0.114775287700848,0.27587191917368,-0.000955003984583649,9.622815979225,-0.00351592445791667,0.997213662132734,0.998943134318188,-6.14719101234091,FALSE,FALSE,"neither"
"MYL7",-0.471260906619889,0.000344686911677024,-0.206448868828259,6.4609620532,-0.662559376197534,0.511740766297115,0.731085261525414,-5.93318676291153,FALSE,FALSE,"neither"
"MYL9",0.258927275747887,0.167117883202178,0.649848726257346,10.5059294947,1.35616590469399,0.183310053355363,0.482157753417914,-5.26778990450791,FALSE,FALSE,"neither"
"MYLIP",-0.0468567148180377,0.846640473466992,0.319454687210799,9.11844988455,0.764476541152171,0.44945807029892,0.691547632937283,-5.86286332941421,FALSE,FALSE,"neither"
"MYLK",0.656698964795682,0.00198553038909519,0.47952775310493,9.8691069945,0.892128398874328,0.378120997722707,0.643117456668538,-5.7611231159161,FALSE,FALSE,"neither"
"MYLK2",-0.262158848014648,0.00858618666007483,-0.1474322916991,6.510722020375,-0.560230644440578,0.57871262340029,0.771023553612197,-5.99392150232325,FALSE,FALSE,"neither"
"MYLK3",-0.467498883977638,0.0015910583479825,-0.400371164053358,7.144184218525,-1.10646619217183,0.275705898307847,0.567196820000304,-5.55684869753992,FALSE,FALSE,"neither"
"MYLK4",-0.231552041415573,0.0404536998874244,0.0906836964028123,6.2849823169,0.313062271393277,0.756000211330503,0.874263992387543,-6.09918680581357,FALSE,FALSE,"neither"
"MYMK",-0.408566461437162,0.000241534196218465,0.0398154394160362,6.679515508075,0.152392570174398,0.879708761977074,0.941882404173306,-6.1358090035802,FALSE,FALSE,"neither"
"MYNN",0.470555656606788,0.0115219181324714,0.428287479637666,7.75688418485,0.921272403198678,0.362909001183166,0.632542041283462,-5.7357899072922,FALSE,FALSE,"neither"
"MYO10",-0.893373637573631,0.000545078905891799,-0.190665195831962,8.061766883525,-0.321998046201698,0.749276334738799,0.870030176797822,-6.09641056760444,FALSE,FALSE,"neither"
"MYO15A",-0.242921855721664,0.0066729073551628,-0.0522995927665991,6.79153785595,-0.228339054670079,0.820644581912674,0.910178222260405,-6.12164067493591,FALSE,FALSE,"neither"
"MYO16",0.372500283531999,0.0769668397009195,-0.695236859558025,7.014172252575,-1.35456860219483,0.183814171473788,0.48273458057993,-5.26980839301242,FALSE,FALSE,"neither"
"MYO18A",0.701896117629916,3.07452679425461e-06,0.466039920323762,9.1640236042,1.50337261763325,0.141268858542163,0.431565950682436,-5.07267327782178,FALSE,FALSE,"neither"
"MYO18B",-0.51353840243562,0.00346004509003919,-0.378667455575821,6.581111900675,-0.834542933721056,0.409360400892513,0.66427021238786,-5.80888594660591,FALSE,FALSE,"neither"
"MYO19",-0.166930170239782,0.102336486481106,0.373623675160207,7.6036040857,1.86574805094608,0.0700495365164478,0.314542204912414,-4.51894964236624,FALSE,FALSE,"neither"
"MYO1A",-0.589451842700077,0.00243712666795312,-0.25968618096411,6.3855384636,-0.531513240868137,0.598257328378754,0.781972013739688,-6.00916749746634,FALSE,FALSE,"neither"
"MYO1B",-0.419157892461834,0.226477360962004,1.78727218712773,8.476519137225,2.41828486409032,0.0206618022964713,0.170606133420399,-3.49400446705966,FALSE,FALSE,"neither"
"MYO1C",0.938629363215885,8.78968920481027e-06,1.22023696107573,10.701865392025,2.6793470248532,0.01096483461351,0.120634066147873,-2.94368435482429,FALSE,FALSE,"neither"
"MYO1D",0.056380956671549,0.826954559552381,0.086625246021097,7.475602215225,0.134242134010474,0.893942650595378,0.948671784497689,-6.13835921769371,FALSE,FALSE,"neither"
"MYO1E",1.25731321492136,9.2883830875466e-07,0.855250215149435,9.952234585775,1.65694718355841,0.106033450729217,0.379223402403523,-4.85043052845199,TRUE,FALSE,"attenuated"
"MYO1F",0.386876983565923,0.119762270097776,0.325656072872498,9.1667362513,0.764874456212042,0.449223980242244,0.691371625334186,-5.86256968498058,FALSE,FALSE,"neither"
"MYO1G",-0.172690616841941,0.307220336758589,-0.0505744417467283,7.58871713235,-0.158029134740673,0.875297865369272,0.93949628952663,-6.13495089090231,FALSE,FALSE,"neither"
"MYO1H",-0.211594969179645,0.0854304212540518,-0.24226930585724,5.44780499815,-0.728346078790768,0.471011590214568,0.706238642502712,-5.88890911207157,FALSE,FALSE,"neither"
"MYO3A",-0.388692634104856,0.000183103656330812,-0.395046477294273,4.242434052375,-1.60623763754756,0.11675733099373,0.397479573960579,-4.92586620104302,FALSE,FALSE,"neither"
"MYO3B",-0.511496837352349,0.00115831509146307,-0.338815241099,5.47534013295,-0.873797643326018,0.38789544025318,0.651170878654906,-5.77665823963074,FALSE,FALSE,"neither"
"MYO5A",1.16804495347186,8.13799851133959e-07,1.58874313794229,9.287731181375,3.25860519099866,0.00241212792076178,0.0506634577102547,-1.59887634455808,TRUE,FALSE,"attenuated"
"MYO5B",-0.502486181283731,0.00101754229112518,-0.336113742385561,5.998804485675,-0.942605745001841,0.352030247841932,0.625062007849677,-5.71675438382794,FALSE,FALSE,"neither"
"MYO5C",-0.891367774525055,3.04384946767333e-06,-1.25510098954974,5.986773933575,-3.21512691933075,0.0027148697363922,0.0543254320916416,-1.7049927930665,FALSE,FALSE,"neither"
"MYO6",0.377572347937551,0.0755135269547862,-0.0415963535117739,8.068884794625,-0.0780504322444931,0.938210807857151,0.970006973660425,-6.14420898725959,FALSE,FALSE,"neither"
"MYO7A",0.00391396870316285,0.967569878323395,0.357690533540491,7.326884461775,1.71582898816866,0.0945878604066174,0.361176387202703,-4.76028194003054,FALSE,FALSE,"neither"
"MYO7B",-0.353082985913644,0.000554260204338198,-0.0443022761839237,6.6932435992,-0.182792235509322,0.855962646612596,0.929098016819285,-6.13081496253673,FALSE,FALSE,"neither"
"MYO9A",0.664644693659215,0.00161290715849462,-0.19780342185325,8.3360746372,-0.414973749867552,0.680570664535885,0.830152651431377,-6.06292922127007,FALSE,FALSE,"neither"
"MYO9B",0.739078254939864,1.17975672725987e-05,0.892126418703394,9.67181588215,2.44657825138929,0.0193212564388871,0.165573813722172,-3.4362277553311,FALSE,FALSE,"neither"
"MYOC",-1.16688934831226,0.000430873735151232,-1.80981909640232,5.983117687025,-2.20829110483528,0.0335349606801162,0.217638126840844,-3.90729702608165,TRUE,FALSE,"attenuated"
"MYOCD",-0.860750763010792,1.1382350803016e-06,-0.523999945091136,5.8004058451,-1.49349346317854,0.143833729530849,0.434813479642455,-5.08632861658775,FALSE,FALSE,"neither"
"MYOD1",-0.0678618259483423,0.482350451407126,0.103635917106693,6.0115060599,0.416169959308625,0.679698692592424,0.829745459392889,-6.06244750456234,FALSE,FALSE,"neither"
"MYOF",1.01827194105243,6.68262255812258e-05,1.68812926060652,10.623661092125,3.19023940484179,0.00290407923090827,0.056565206772692,-1.76539117763647,TRUE,FALSE,"attenuated"
"MYOG",-0.439913256851964,0.000270007306618743,-0.385446812892418,7.479684079125,-1.32858425059079,0.192163823285707,0.490833539194389,-5.3023434807604,FALSE,FALSE,"neither"
"MYOM1",-0.937429806059364,5.19486791198557e-07,-1.87105127911012,6.61937455185,-5.4802045058421,3.22711497101019e-06,0.00184260361973407,4.45059335908067,FALSE,TRUE,"adjusted-only"
"MYOM2",-0.462314432144949,0.000153503394700206,-0.362563599849286,6.039715653225,-1.319864017328,0.195022340459449,0.494635116434622,-5.31313666022006,FALSE,FALSE,"neither"
"MYOM3",-0.476151645382419,0.00116694699039825,-0.187103786670367,5.91743512305,-0.517529085139646,0.607884225068604,0.788547525976101,-6.01630799605079,FALSE,FALSE,"neither"
"MYORG",0.154169727542794,0.411021152635478,-0.243186602387712,7.492929782175,-0.507594236900711,0.614766926448467,0.792655833578404,-6.02126693546679,FALSE,FALSE,"neither"
"MYOT",0.605069015293753,0.0111303060688461,-0.549588187296852,7.563560495575,-1.03839801622177,0.305860132811869,0.590678781797854,-5.62619713759389,FALSE,FALSE,"neither"
"MYOZ1",-0.157188658747878,0.177309548657515,-0.333881305771277,6.57890799885,-1.29659580880257,0.202829672819321,0.502465872211715,-5.34161611661474,FALSE,FALSE,"neither"
"MYOZ2",0.524199192395528,0.000599977245734737,0.829392618406234,5.785867871025,2.20016242930997,0.0341531444551967,0.219459131445935,-3.92273399860782,FALSE,FALSE,"neither"
"MYOZ3",-0.475754292850423,0.000119099950389795,-0.153924392067417,7.24817089445,-0.571047859810301,0.571437034464643,0.768270589827873,-5.98796960089286,FALSE,FALSE,"neither"
"MYPN",-0.59495798579491,0.00124299767377449,0.0120924899913286,5.489541874975,0.0292387747411533,0.976832160704833,0.989197301072411,-6.14677770978539,FALSE,FALSE,"neither"
"MYPOP",-0.219466855835774,0.0245762966526003,0.154235049169905,7.662986150425,0.633656168023456,0.530217453604277,0.741773618283136,-5.95135457044126,FALSE,FALSE,"neither"
"MYRF",0.145222393882036,0.540505544631648,-1.26269491419447,7.883243937175,-2.41798027221836,0.0206766709539042,0.170606133420399,-3.49462358979062,FALSE,FALSE,"neither"
"MYRIP",-0.881475080730145,3.13805154494526e-08,-1.58055936074445,6.7619296343,-5.25494115133014,6.48948389629802e-06,0.00303128746156534,3.80843011451826,FALSE,TRUE,"adjusted-only"
"MYSM1",0.543775622915964,0.000113309016135567,0.58821245038179,8.19394834375,1.81406099662821,0.0778288129471602,0.33052282019182,-4.60409458302629,FALSE,FALSE,"neither"
"MYT1",-0.532367434221278,7.14886030695502e-06,-0.711573846387483,6.48315622405,-3.01863364784572,0.0045878687553433,0.0737463727203976,-2.17414592781471,FALSE,FALSE,"neither"
"MYT1L",-0.26404037808481,0.00347621893650936,-0.394432974969076,6.235532990975,-1.69261917358905,0.0989646015422734,0.368647106449041,-4.79612615466417,FALSE,FALSE,"neither"
"MZB1",-0.4823472450239,0.00252150264526153,-0.0228173276274123,6.831911058475,-0.0722311365782155,0.942809141227043,0.972042598384924,-6.14463791768368,FALSE,FALSE,"neither"
"MZF1",-0.116535036456437,0.147650247986123,-0.077460173986556,7.550460713025,-0.364469529686984,0.717589886157668,0.850855176361028,-6.08215924111014,FALSE,FALSE,"neither"
"MZT2A",-0.0829126340855808,0.452563687634314,0.172865613156189,9.664561200125,0.656985873463781,0.515271008722182,0.733302912436443,-5.93675719362452,FALSE,FALSE,"neither"
"MZT2B",0.0142604302852742,0.91551112259487,0.343228321043748,10.9736489092,1.07910006230578,0.287563103704816,0.577860774788015,-5.58522707494644,FALSE,FALSE,"neither"
"N4BP1",0.49226328360062,0.00036106775605817,0.260950318084754,8.865516362975,0.800173798209417,0.428744593254597,0.676782429832689,-5.83593437912968,FALSE,FALSE,"neither"
"N4BP2",0.145387904851965,0.396351669349046,0.0873287177117743,6.0259313191,0.20180509497419,0.841180591356844,0.920549279211279,-6.12723095511233,FALSE,FALSE,"neither"
"N4BP2L1",0.731191563804164,5.33562017104638e-05,0.650229909663421,7.7629172363,1.78296282076416,0.0828435203482855,0.340088254109237,-4.65433545632414,FALSE,FALSE,"neither"
"N4BP2L2",0.624852756776409,0.000224792108497324,-0.173381340611594,9.801459303925,-0.450230731723737,0.655185488353926,0.815710169722433,-6.04804457992599,FALSE,FALSE,"neither"
"N4BP3",-0.348360556521203,0.0073549158970261,0.0154122688986133,7.1253523225,0.0511524773653486,0.959480685430926,0.980820088322051,-6.14591357082517,FALSE,FALSE,"neither"
"NAA10",0.511116157663068,0.00375851405529483,1.06414310239779,9.244021755225,2.5858098413064,0.0138119639171764,0.136840314898132,-3.14527228482558,FALSE,FALSE,"neither"
"NAA11",-0.76970197671241,3.50687538996525e-05,-0.837461067579257,6.50066929,-2.01653250709028,0.0510867680718351,0.271626731251537,-4.25974347949859,FALSE,FALSE,"neither"
"NAA15",0.532065702171939,0.0141020421726984,1.01002187671643,7.958910463825,2.05213386418418,0.0473219018199204,0.260391672481829,-4.1961922300643,FALSE,FALSE,"neither"
"NAA16",0.379211950020048,0.00843191087466366,-0.0803423698935634,6.2740269467,-0.223315259652099,0.824525234623338,0.912639620923233,-6.12275095717621,FALSE,FALSE,"neither"
"NAA20",0.668180949205866,0.000248955600441526,0.688891404952067,9.886592710975,1.81857097665897,0.077123365165689,0.329465689469403,-4.59674866964273,FALSE,FALSE,"neither"
"NAA25",0.439031070737858,0.00461309439804908,0.230426991068319,6.819375749475,0.63405140172628,0.529969279844442,0.741660681837753,-5.95110431964751,FALSE,FALSE,"neither"
"NAA30",0.154862207635313,0.122414516682333,0.34597311607721,8.5509763282,1.3891405319249,0.173125080290422,0.469910932216859,-5.22564333471574,FALSE,FALSE,"neither"
"NAA35",0.507521521386279,0.00286530116032969,-0.191456443640672,8.300803449,-0.523648072345932,0.603662969670787,0.785718616273972,-6.01320662124483,FALSE,FALSE,"neither"
"NAA38",0.114850330720898,0.319052771176075,0.192399870570182,10.444807871725,0.666729777276361,0.509096531576449,0.729120150355956,-5.9305079762917,FALSE,FALSE,"neither"
"NAA40",0.466834888633004,0.0042646335283719,0.62781917478534,7.64145807885,1.52777839901983,0.135118500701188,0.423642026340197,-5.03861597052215,FALSE,FALSE,"neither"
"NAA50",0.143296215000003,0.315137789841261,0.47208917888708,10.286180694225,1.26152883035191,0.215056936929748,0.514284654032387,-5.38365922917224,FALSE,FALSE,"neither"
"NAA60",0.147578654709331,0.18405202396542,0.148551401832951,9.05838799245,0.555459100243646,0.581936169435031,0.773027583440382,-5.9965115092771,FALSE,FALSE,"neither"
"NAA80",-0.236263019274476,0.00703159507238333,-0.047098240562442,7.2091173632,-0.20894538917423,0.835641193950644,0.91790748708569,-6.12579494479655,FALSE,FALSE,"neither"
"NAAA",0.489992214760988,0.00106053224156064,0.429218910623123,8.303747018,1.21759199463147,0.231129502957213,0.529138203765713,-5.43485371316526,FALSE,FALSE,"neither"
"NAALAD2",-0.634579965589052,5.71657210479213e-07,-0.90297103950155,5.07705133765,-3.43393030872912,0.00148593604449587,0.0388360479321636,-1.1628201325408,FALSE,FALSE,"neither"
"NAALADL1",-0.172421156670007,0.0736779466094858,0.295519172834071,7.19046275785,1.18195658022188,0.244794380354116,0.540441569041153,-5.47515640286303,FALSE,FALSE,"neither"
"NAALADL2",0.619731907863532,0.00163809279931969,-0.100805326328262,7.737193351875,-0.232925942735912,0.817109681535693,0.907953654724044,-6.12060318790146,FALSE,FALSE,"neither"
"NAB1",0.433213364724753,0.0392214217468092,0.125212443766451,8.117077981075,0.235249642869273,0.815319254595222,0.907026967361711,-6.1200703513435,FALSE,FALSE,"neither"
"NAB2",0.1780058570347,0.152670650273852,0.479108220183708,8.8750989747,1.5596288485432,0.127400040936633,0.412828009865663,-4.99343678101201,FALSE,FALSE,"neither"
"NABP1",0.210921612179652,0.431764613082998,0.95256648111209,9.259382526625,1.42361931826187,0.162980995603118,0.459676488102746,-5.1806051284311,FALSE,FALSE,"neither"
"NABP2",0.295774629718581,0.0455746425559035,0.548415672655345,10.299692212225,1.56942969228958,0.125105773914965,0.409953262178236,-4.97937778870403,FALSE,FALSE,"neither"
"NACA",0.0112456967000778,0.849777361438873,0.0323345902593568,11.99810376025,0.223951811323684,0.824031369108216,0.912267797336262,-6.12261261701379,FALSE,FALSE,"neither"
"NACA2",0.0273138401742505,0.807025228601682,0.0394091274970844,5.634625121825,0.146498756085736,0.884326049473865,0.943962563028362,-6.13667266247904,FALSE,FALSE,"neither"
"NACAD",0.327875759753281,0.00257993993949065,-0.180795287710128,8.63004022065,-0.774192383658498,0.443754205524907,0.687963932480594,-5.85566056665903,FALSE,FALSE,"neither"
"NACC1",0.0796650835813431,0.512575326299809,0.305076169576015,8.86785291055,0.998374041061933,0.32461239090583,0.606325996016292,-5.66504610521648,FALSE,FALSE,"neither"
"NACC2",0.238602085081727,0.0609716775732399,-0.330104813790984,9.06996307715,-1.10808869303751,0.275004326504966,0.566889718020229,-5.55515294538618,FALSE,FALSE,"neither"
"NADK",-0.179405768020814,0.0459657194024827,0.108562813924404,8.232003376975,0.514108706472856,0.610244332780423,0.790071264077942,-6.01803116834988,FALSE,FALSE,"neither"
"NADK2",0.187205035208176,0.280958613605411,-0.666676742901935,7.83712045615,-1.71785117062664,0.0942292140363364,0.360442344552238,-4.75717125655259,FALSE,FALSE,"neither"
"NADSYN1",0.459484311390135,0.00291954235876828,1.0443772418787,8.753982525675,2.81949805865331,0.00770009939356692,0.0989568346054434,-2.63295337016787,FALSE,FALSE,"neither"
"NAE1",0.599751244060141,0.00286036383709388,0.609525395043746,9.199084063075,1.55228028507091,0.129154312127957,0.415596271226229,-5.00393767617736,FALSE,FALSE,"neither"
"NAF1",0.212592516669237,0.150565121878534,0.249103223012605,7.00041675565,0.661182001597058,0.512614350088607,0.731810798274936,-5.93406933324961,FALSE,FALSE,"neither"
"NAGA",1.01083725906708,3.67916932806576e-07,1.76608650844068,9.6092093408,4.34539702893032,0.000105105551854795,0.0102128278982214,1.25038106023502,TRUE,TRUE,"retained"
"NAGK",0.636690167417118,5.50385026709102e-05,0.873289117741666,10.5643837428,2.33923854881681,0.0248622674066417,0.186499294208783,-3.65279476050848,FALSE,FALSE,"neither"
"NAGLU",0.231987292528146,0.00443585839155257,0.438001760863361,9.0566071253,2.12327078938269,0.0405082748842815,0.239581555878259,-4.06649206195819,FALSE,FALSE,"neither"
"NAGPA",0.311565888877411,0.00286458513661902,0.755177451337854,7.769589789725,3.31474187862525,0.00206606044855369,0.0469825399639611,-1.45993125451827,FALSE,FALSE,"neither"
"NAGS",-0.300850488701615,0.000654231776007059,0.0377469647314386,8.064714976,0.182814940783949,0.855944958886295,0.929098016819285,-6.13081089444895,FALSE,FALSE,"neither"
"NAIF1",0.345219611683115,0.00303770436024886,0.405701219005603,7.166089086225,1.34834254228937,0.185789360649534,0.483641847309234,-5.27765571946441,FALSE,FALSE,"neither"
"NAIP",0.611813901228221,0.00453913262611773,0.680664395477376,8.722098451375,1.40491781478307,0.168431593753578,0.465344204589785,-5.20515637186917,FALSE,FALSE,"neither"
"NALCN",0.23851784681496,0.464467628223733,-1.57436833456583,7.34581911645,-2.27865258477941,0.0285871275626946,0.20128311515903,-3.77189578448795,FALSE,FALSE,"neither"
"NALF2",-0.436155899341554,0.000188128616016948,-0.534163704609194,7.70349600185,-1.99657585177723,0.0533026932942701,0.277076868693098,-4.2949406441875,FALSE,FALSE,"neither"
"NAMPT",-0.78871283158057,0.021111529449592,-0.114245842714494,9.9878937543,-0.140660748424253,0.888905122156734,0.946243270471304,-6.13749411439794,FALSE,FALSE,"neither"
