gene,logFC,P.Value,adj.P.Val
ST3GAL6,1.81691024336315,5.17559879791935e-13,8.46063924248552e-11
DNASE2,1.5423045548751,5.43902328613934e-13,8.75352537781351e-11
FBLN1,-2.17751430224903,5.45579836567324e-13,8.75352537781351e-11
ITPR3,1.99724271946184,5.59047682242505e-13,8.8873194843102e-11
AKAP7,1.8903391352128,5.76724373109532e-13,9.08498176112906e-11
SLC16A4,1.96911780117194,6.0418441717159e-13,9.33894434098873e-11
EPB41L4B,2.34258564101928,6.08879970180164e-13,9.33894434098873e-11
OSTM1,1.21063766823747,6.09014722144348e-13,9.33894434098873e-11
SEMA7A,1.91564438326138,6.43771588258499e-13,9.78532814152918e-11
C3AR1,2.22835006900772,6.61860808194123e-13,9.90400111699168e-11
APOBEC3G,1.66383992888975,6.63010231746904e-13,9.90400111699168e-11
UBA7,1.31260207601697,6.71043378260554e-13,9.93832449444348e-11
SOBP,-1.15042828999691,7.08599314795732e-13,1.03416432322436e-10
ADAMTS3,-1.45682012848805,7.10212110247572e-13,1.03416432322436e-10
KHDRBS3,1.34534577903701,9.32856233052109e-13,1.3397276210172e-10
TMEM176B,1.3896121553485,9.35520787991006e-13,1.3397276210172e-10
EPB41L2,1.72512974855898,9.94797394003025e-13,1.4129384625643e-10
KCNT2,-1.05141721708789,1.04571184685693e-12,1.47317844571845e-10
CXCL1,-1.43790626510563,1.10146866572724e-12,1.53921363223561e-10
TREM2,2.41605049740016,1.11147262617498e-12,1.54076781330881e-10
RASGEF1C,1.39155756773015,1.13631832837698e-12,1.56270825350129e-10
TMEM176A,2.35674474703316,1.17910063191927e-12,1.60877604329899e-10
MR1,1.41688461354356,1.19438278297945e-12,1.61689569245843e-10
BBS12,1.36752625489052,1.31468736003217e-12,1.75237712112595e-10
HLA-DOA,2.04220656458905,1.38946666225211e-12,1.83791437584004e-10
TLR3,1.70444877183346,1.40624255838156e-12,1.84601295845725e-10
SPATA13,1.82196172314495,1.46192202649441e-12,1.90467555451842e-10
STARD13,1.66371633774325,1.52707155466991e-12,1.96008117772742e-10
SEMA4B,1.41304356443408,1.59755179895866e-12,2.02148831192922e-10
SMIM29,1.08227639589206,1.5982450296301e-12,2.02148831192922e-10
THSD4,-1.43134023828064,1.69647361363586e-12,2.13018078094798e-10
FRMD4A,1.31134645728836,1.79487243220946e-12,2.23203617420076e-10
PLCH1,1.59213120001311,1.80335332633948e-12,2.23203617420076e-10
NCAM1,2.29990070972244,1.95517418622691e-12,2.40278427652056e-10
HSPB6,-1.13928885440941,2.05987610475486e-12,2.513629094591e-10
ZFPM2,-1.33274685053431,2.37063424146356e-12,2.81780232150857e-10
CHPF,1.40141390432614,2.37418708991373e-12,2.81780232150857e-10
APOBEC3A_B,-1.44456058388974,2.52471139712065e-12,2.97606796525896e-10
G0S2,-2.85252142053739,2.84481659706e-12,3.32391490961528e-10
SLC15A3,2.19391726891982,2.85816782971305e-12,3.32391490961528e-10
RGS6,-1.10608479937471,2.8894934574202e-12,3.33794284201182e-10
SAMD9L,1.75634801644025,3.00356902555659e-12,3.4024999541139e-10
TDRD7,1.45049558940787,3.00428493178339e-12,3.4024999541139e-10
FAM180A,-1.38393814148651,3.04733784005043e-12,3.42884870729831e-10
XPNPEP2,-1.16592558233307,3.27700445423673e-12,3.66347956019446e-10
NRXN3,2.15304313783963,3.4305124437178e-12,3.8105076682527e-10
HTATIP2,1.33470462238705,3.75044781200807e-12,4.1131493472453e-10
TRIM14,1.18381703327757,3.86180668851172e-12,4.20864064770636e-10
KIF16B,1.44174218569314,3.94626735377544e-12,4.25912162447244e-10
CACHD1,-1.63026197843793,3.95920267957605e-12,4.25912162447244e-10
ADAM17,1.3496846605667,4.18283420691073e-12,4.44663503910117e-10
ERBB2,1.37636772012722,4.28351203561035e-12,4.52458759385928e-10
A4GALT,-1.01979087346183,4.30838500107792e-12,4.52458759385928e-10
FIBIN,-2.03742797157209,4.42614134468834e-12,4.61074608648906e-10
SHOX2,-1.10306572683269,4.44364379295748e-12,4.61074608648906e-10
CCND2,1.75862173235853,4.58414122569686e-12,4.7184090872231e-10
TMOD2,2.47403164725444,4.6018648184482e-12,4.7184090872231e-10
CADM4,1.95996543689745,4.63513315616514e-12,4.72456396058998e-10
GLRB,1.76522077684426,4.89560788667545e-12,4.96088265849779e-10
RGS1,3.49597391524904,5.03666286186744e-12,5.07414500409529e-10
DSG2,-2.01299694605474,5.32532456057851e-12,5.3032887348106e-10
BLOC1S2,1.0260581288936,5.72850151816698e-12,5.672198531817e-10
USP53,2.18211892947263,5.84647766169981e-12,5.75612300692808e-10
TRIM22,1.5405785003061,5.96564359194917e-12,5.84026396391499e-10
IFI6,1.78078853007556,6.00164599287321e-12,5.84250122272511e-10
XKR4,1.93841546401003,6.16571440992005e-12,5.95867731142449e-10
SOX2,2.84800859849422,6.18976175009469e-12,5.95867731142449e-10
ARHGEF6,1.88589052147649,6.53329784036106e-12,6.2546400540208e-10
EGFR,-2.06827535855359,6.95157061828031e-12,6.58233965429297e-10
COL12A1,2.23315621568389,7.01585902830013e-12,6.60710898056438e-10
PIK3IP1,1.46339832467464,7.16456813271943e-12,6.67460411848184e-10
OBSL1,1.21469660155821,7.29802591705505e-12,6.76257717062727e-10
SMCO3,3.76086593205166,7.70737763265631e-12,7.08274355196073e-10
PPFIA2,-1.11005482010486,7.72529161657766e-12,7.08274355196073e-10
CYBB,2.03874474106476,7.88077794885302e-12,7.18726948935395e-10
ST3GAL4,1.4968429649761,7.99941923179455e-12,7.25727415960921e-10
ARFIP1,1.3289822996677,8.11432233574949e-12,7.285981309072e-10
CTNNAL1,1.89355755999461,8.11515692896408e-12,7.285981309072e-10
ITGB8,2.38900353778335,8.21528218662448e-12,7.31052461950285e-10
NEK6,1.53552527375328,8.9126851959113e-12,7.79994995327025e-10
MDM2,1.26806875730764,9.43926132190393e-12,8.21297806980155e-10
DRAM1,1.33865914777487,9.48020321016489e-12,8.21297806980155e-10
PPM1K,1.77290238564148,9.54486640107262e-12,8.21297806980155e-10
PDE3A,-1.49437891151889,9.57422420417771e-12,8.21297806980155e-10
TGFBR1,1.27348761683038,9.75962132227356e-12,8.33077429913085e-10
PARP9,1.47504140065228,9.92871266140834e-12,8.40605248361182e-10
MICALL2,1.09462605842483,9.94483355921297e-12,8.40605248361182e-10
LIPE,-1.01401433900848,1.01802927470904e-11,8.56330644279522e-10
SORCS3,1.94127341042791,1.17053085835359e-11,9.75142245843797e-10
CLMN,1.45400698489746,1.18386295278023e-11,9.81530011759608e-10
ZRSR2,1.2751885772714,1.2110022026619e-11,9.99249817510734e-10
DDX60,1.63801599131226,1.28363667100333e-11,1.05416380261354e-09
TMEM140,1.21646694164534,1.34472134116889e-11,1.09732238465931e-09
DPYD,1.18114761279877,1.34885542435615e-11,1.09732238465931e-09
DAG1,1.35907270053354,1.40166259446123e-11,1.13495371200113e-09
CYP2U1,1.46640136273632,1.44801276965782e-11,1.16703094291305e-09
WIPI1,1.46265592002236,1.47342741105402e-11,1.17889672843627e-09
ASAP2,1.32940012557132,1.47634227880119e-11,1.17889672843627e-09
HERC6,1.97595477707865,1.51779987450589e-11,1.20644202868982e-09
SP100,1.16493078481034,1.52580975712414e-11,1.20727084344507e-09
PPP1R14A,1.77294667551273,1.63375105390491e-11,1.28680173918474e-09
CAB39L,2.57722229259522,1.65361150182611e-11,1.29655113591144e-09
VGLL3,2.03254612718967,1.6661452558101e-11,1.30049391858907e-09
UNC93B1,1.25803191586508,1.75227335274109e-11,1.36158711463218e-09
LOXL3,1.33307969388281,1.78663993131842e-11,1.38209360401275e-09
BCL2,1.45631481676639,1.82244953179205e-11,1.40352913275079e-09
RHOJ,2.27255607135775,1.85490137042595e-11,1.42220048436906e-09
GULP1,2.10171409055359,1.96375928799872e-11,1.49903175957893e-09
SCN1B,1.19165191569931,2.05305880297738e-11,1.56032469026281e-09
FAM171B,-2.06516989125289,2.13976861390445e-11,1.60610931930996e-09
