gene,logFC,P.Value,adj.P.Val
TRIM38,1.15769953959522,1.2194967740109e-08,2.52768422249532e-07
PON2,1.55364544028373,1.22555759995514e-08,2.53721171947703e-07
MMP15,1.94885100214418,1.24492395967507e-08,2.57116118870674e-07
THBS2,1.78989872984889,1.27856024679222e-08,2.6343510055191e-07
GLMP,1.27702980398844,1.31558563064028e-08,2.70552891552704e-07
SH3D19,1.44382838922051,1.31959922347861e-08,2.7086639393637e-07
BTN3A1,1.06864982053277,1.32088009508445e-08,2.7086639393637e-07
SYT1,-1.04481155639707,1.32816812064572e-08,2.7203897393084e-07
EPHA3,2.36422376131303,1.35799281752361e-08,2.77385868212483e-07
AOAH,1.67140447592753,1.35907549695521e-08,2.77385868212483e-07
USP9X,1.20345149508636,1.36126429500514e-08,2.77505737692343e-07
CERS4,1.0611062715852,1.36812001698447e-08,2.78575601108189e-07
TCIM,2.18798794465922,1.41151741286788e-08,2.86738261783994e-07
ZNF846,1.24576974445798,1.421943661366e-08,2.88019486426878e-07
FXYD3,1.33817430837934,1.42281094402936e-08,2.88019486426878e-07
BROX,1.26162131367541,1.4250858771582e-08,2.88143384823773e-07
INMT,-1.0382181031542,1.44017166390972e-08,2.90515652994501e-07
CERS6,1.14640376604472,1.44783358620405e-08,2.91721632345857e-07
ACP2,1.01959104658289,1.45289505883984e-08,2.9240145853167e-07
HEPACAM,1.90214059581573,1.49561905134013e-08,2.99954709740993e-07
RABEP1,1.17767339058597,1.51926803649949e-08,3.03567284805845e-07
CGNL1,-1.41409587012336,1.52063944604959e-08,3.03567284805845e-07
GPD1,-1.6332518983138,1.5234672875038e-08,3.03781831505936e-07
CYLD,1.07196610451735,1.53312414647434e-08,3.05272724558334e-07
PDGFRL,-2.21298090480108,1.53446758477787e-08,3.05272724558334e-07
OSR1,-1.0680839622552,1.54255747147549e-08,3.06530227817974e-07
ITGA3,1.49558277867849,1.55082148620032e-08,3.07819412518662e-07
ACKR1,-1.17395083344101,1.58192861328748e-08,3.13276102983376e-07
SERPINB9,1.32004818150116,1.63591001881605e-08,3.22859325809163e-07
PCBP4,1.08382752319969,1.64472960596125e-08,3.2423065542772e-07
RASEF,1.73771667385891,1.6613635936894e-08,3.26026142145526e-07
LIPA,1.32657730036161,1.7408121532247e-08,3.39311507211221e-07
ADA2,1.16781740125521,1.75696349660156e-08,3.41690948025946e-07
ZSWIM6,1.05693243100771,1.76327391966821e-08,3.42357839976284e-07
ACVR1C,-1.24299008238088,1.76434413145672e-08,3.42357839976284e-07
DAGLB,1.26997344641866,1.79643805777852e-08,3.48194823732309e-07
TBXAS1,1.38898241193138,1.8016714548414e-08,3.48430390284506e-07
SNED1,-1.05887672816191,1.84537451553803e-08,3.56087412085111e-07
NAGA,1.01083725906708,1.91245474653568e-08,3.67916932806576e-07
ADCK2,1.05543237442483,1.9193577582451e-08,3.68074034286744e-07
MFSD6,1.10656972838242,1.93614376683116e-08,3.6966030489519e-07
AKR1C2,-1.94915009574402,1.9573759674844e-08,3.72718799610655e-07
GMFB,1.23446773782035,1.97179521438018e-08,3.74357514613853e-07
C19orf33,-1.09349131255204,1.97462354776697e-08,3.74357514613853e-07
GRIN2B,1.87599190908558,1.98895994005975e-08,3.76663364386398e-07
ABCA8,1.72994596900386,1.997888453067e-08,3.77941169374945e-07
ZNF845,1.10759319986662,2.05402635001644e-08,3.87292367715831e-07
PAPPA,2.06011769129376,2.07684804562988e-08,3.8989840665953e-07
DENND6A,1.03814068594063,2.13114036095817e-08,3.9836461892862e-07
INTS10,1.35256790537163,2.14467229804974e-08,4.00462085997908e-07
ADK,1.02832734216345,2.15123892072631e-08,4.01255845192094e-07
NOS1,-1.24207901352814,2.15584370705094e-08,4.01682362965362e-07
DMD,1.46115856331072,2.17545306339578e-08,4.04900651799378e-07
GPAT3,-1.13840382318967,2.18071314918732e-08,4.05444178638604e-07
DDR1,1.2299316656515,2.19492488193475e-08,4.07649071320101e-07
ALLC,-1.10130216763146,2.20033085868954e-08,4.08215558023259e-07
AGA,1.30790258423593,2.26189820301967e-08,4.17848316225211e-07
APBB1IP,1.51461737174865,2.28027528699096e-08,4.20794570532261e-07
TAGLN3,-1.06254148521742,2.3279554753211e-08,4.28225185524034e-07
PTCH2,-1.26472982744873,2.36785326337418e-08,4.34480755949992e-07
VAMP4,1.08744043537625,2.369484732068e-08,4.34480755949992e-07
C5orf15,1.0688744699414,2.37335640848367e-08,4.34730653765381e-07
ABI3,1.16923882887664,2.39916284909348e-08,4.38530525834303e-07
SLITRK5,1.22562936609252,2.43616361315617e-08,4.44824479333721e-07
SEMA3C,1.51343444497687,2.45576197054045e-08,4.47930983426578e-07
STAT1,1.10757346940247,2.46182194163697e-08,4.48564149365778e-07
SLC39A6,1.34301797992907,2.47903830401423e-08,4.50289441294541e-07
ANKRD22,2.78975961858443,2.50181016655012e-08,4.5220334271363e-07
PDZD4,1.21309224135313,2.50267200867019e-08,4.5220334271363e-07
CSRNP3,-1.2120683637286,2.63924936760522e-08,4.73916197325008e-07
SLITRK3,-1.05676445611179,2.68710135493372e-08,4.81123751245787e-07
DCK,1.01728654032999,2.68771809329364e-08,4.81123751245787e-07
ATAD1,1.0187529722606,2.74377412417398e-08,4.90651372793464e-07
ANXA4,1.01486423888281,2.74678871075357e-08,4.90684069896267e-07
VPS11,1.04678960538397,2.8187433186901e-08,5.02501895331915e-07
SLFN5,1.02115864660216,2.84189326254521e-08,5.06108185543508e-07
ATP6V1C1,1.28636683104241,2.85518207960167e-08,5.07952721512708e-07
HLA-DPA1,2.0170707811249,2.88029088770737e-08,5.10846269213853e-07
GNG2,1.34852757385968,2.92575179515291e-08,5.16793344611718e-07
APOC1,2.30393197631457,2.94284320984025e-08,5.17176340163406e-07
LRRC8B,1.41811091963608,3.07835862805945e-08,5.36516682579089e-07
TMEM108,-1.03006784257903,3.08949233264286e-08,5.36516682579089e-07
FRAS1,1.87530113276253,3.09004876046821e-08,5.36516682579089e-07
SLPI,-2.16903970956515,3.12826280175555e-08,5.41523854433768e-07
ADAM28,1.61644222649422,3.15663959519386e-08,5.44803295871705e-07
RRN3P2,1.23439689458597,3.18402293983215e-08,5.48436873771486e-07
DOCK4,1.52227456656438,3.20521085560593e-08,5.50991008987496e-07
RNASE2,1.52230742474711,3.25492997034263e-08,5.57877611534096e-07
GPD1L,1.10269770192984,3.27074746541138e-08,5.60034704354233e-07
ADGRG3,-1.32198666643176,3.31502912784721e-08,5.67056512609442e-07
XAF1,1.43632201067078,3.3225675993099e-08,5.67785516379111e-07
PLXNB2,1.05119451122976,3.38691661089309e-08,5.77074641431224e-07
GASK1B,1.85935074857441,3.45138954544725e-08,5.85755906400685e-07
OSBPL11,1.32635249847726,3.52981568083712e-08,5.97894878959391e-07
BLNK,1.27215390673246,3.54081086098839e-08,5.99171587882879e-07
SCIN,2.04154183050501,3.54657597188501e-08,5.99319685439051e-07
TMEM43,1.10613773236932,3.59505507856554e-08,6.05394697778266e-07
GPR65,1.75397989040247,3.70673675369248e-08,6.21784457579703e-07
FBXL4,1.13042398228528,3.76241812426238e-08,6.27529244575447e-07
MAL,1.56769352765305,3.76501675044766e-08,6.27529244575447e-07
TERF1,1.167278573101,3.82182181780436e-08,6.35248906516937e-07
OAS1,1.51353235233693,3.83024388102613e-08,6.35248906516937e-07
CNTN4,1.76843056884426,3.83099669500346e-08,6.35248906516937e-07
PLD4,1.05168685648111,3.86455781817686e-08,6.38979559860388e-07
MICA,1.31751014393755,3.87558120564976e-08,6.40191335857951e-07
PLEKHA1,1.21616824438551,3.95832043370993e-08,6.52614428880359e-07
KCNJ16,-1.40216991267618,4.10145222416852e-08,6.72332399658016e-07
CYFIP2,1.06228691287741,4.10354759581567e-08,6.72332399658016e-07
MASP1,-1.09513026996839,4.15330841314805e-08,6.78308465438543e-07
PCID2,1.31748298700694,4.21213807448178e-08,6.87268630457818e-07
CTSG,-1.047385182936,4.32982762852596e-08,7.03426562578836e-07
HSPA13,1.27360466315112,4.33944673954828e-08,7.04063044034574e-07
CCPG1,1.22244539501619,4.35515357273861e-08,7.05950431322869e-07
PEAR1,-1.03588173056669,4.37336688859661e-08,7.07214424686087e-07
TPCN1,1.15409994791442,4.37795298535996e-08,7.07214424686087e-07
MTMR10,1.13966983984272,4.46319600110791e-08,7.1942567727626e-07
GCC2,1.11690590927911,4.50045372996252e-08,7.24757083947867e-07
WBP11,1.14714850096685,4.53088662149426e-08,7.26776142474147e-07
ZFP90,1.06609268571164,4.54955580527868e-08,7.28601691255721e-07
ZEB2,1.07254982423053,4.88060995232022e-08,7.78740416701701e-07
ME2,1.13810793662298,5.06167897709304e-08,8.0540655018428e-07
ADAMTS12,-1.13447632610023,5.0714958792078e-08,8.05489281346588e-07
MYO5A,1.16804495347186,5.12851706739545e-08,8.13799851133959e-07
CD58,1.26011408044564,5.19945748076136e-08,8.24301914241837e-07
EIF2AK4,1.05821691477795,5.23852918422175e-08,8.29048525839264e-07
AQP9,-2.10849775393678,5.26933449701814e-08,8.33093322667247e-07
BNC2,-1.48833872885582,5.27977657976402e-08,8.3398330514267e-07
PROK2,-1.38106669635081,5.39710568774834e-08,8.47878942495949e-07
TMEM30A,1.02564222982807,5.43633397807976e-08,8.51725091972568e-07
H2AC25,1.0806214281835,5.44592520530081e-08,8.5245701858584e-07
SLC2A5,1.75936283756438,5.49278219991451e-08,8.58832260240102e-07
FAM180B,-1.33723634628219,5.49656611614885e-08,8.58832260240102e-07
GFPT2,-1.92647402688589,5.56026235447801e-08,8.67220756781233e-07
SLC14A1,-1.95648015620509,5.5757252366943e-08,8.68850421775528e-07
ST6GAL1,1.65737906213416,5.77202862984792e-08,8.93015286589328e-07
THBS4,-1.85093223032382,5.94687172626481e-08,9.12731561317242e-07
SCIMP,1.32573992893909,5.98244237275763e-08,9.17145024883432e-07
AFAP1L2,1.58495677699692,5.98881074005531e-08,9.17145024883432e-07
MGAM,-1.70008637011873,6.02820940592671e-08,9.21135913455891e-07
MYO1E,1.25731321492136,6.08933701953655e-08,9.2883830875466e-07
FBXO28,1.04075447000694,6.17474327443592e-08,9.3856097771426e-07
PTPN12,1.17928388848574,6.27344051472331e-08,9.51060168321308e-07
HPS3,1.33017501750656,6.30006177337896e-08,9.54261104974742e-07
SNX13,1.17352610457055,6.35374953687448e-08,9.61552593667782e-07
IL1RL1,-1.36783149153508,6.56533118799346e-08,9.85823733323662e-07
PLEKHB1,1.7783594434919,6.64559873593758e-08,9.96149955850574e-07
ITGB1BP1,1.03529688605629,6.65639779746123e-08,9.96906318361351e-07
RPS6KA5,1.34330907422205,6.98721448396637e-08,1.04194881736807e-06
CPT1A,1.00007269215575,7.02011944845768e-08,1.04595554430675e-06
ADORA3,1.78988365079877,7.0752519165904e-08,1.05326430593366e-06
CYP4V2,1.06598498539553,7.12481416344404e-08,1.05882315458112e-06
DEPDC7,1.08838690495297,7.19630342360736e-08,1.0667027008064e-06
ENPP6,-1.65943239814032,7.31119287960995e-08,1.08003708625645e-06
ABHD6,1.01433885780725,7.4303434547823e-08,1.09577013944228e-06
EIF5B,1.02345585546492,7.68518659937513e-08,1.12857665578242e-06
UAP1,-1.10780002832768,7.75211459990157e-08,1.1368440576386e-06
HPGDS,1.66456242823207,7.94079429089758e-08,1.1601862012873e-06
IL1R2,-1.90853171324132,7.96631422996433e-08,1.16293422895385e-06
