gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
SORCS1,2.43272390078489,9.959073892725,11.0593884862975,6.2079969715783e-14,1.55491131335179e-11,21.6375530958878
SDC3,1.61358616399769,10.808005228,11.0552181727298,6.28138226769537e-14,1.55491131335179e-11,21.6260057479578
GPR34,3.57715594829298,8.59213984355,11.0235746675404,6.86773027052278e-14,1.676113100389e-11,21.5383096221335
GFRA1,2.17695898543717,10.222179163025,10.9815423073662,7.73362556050039e-14,1.84268300834621e-11,21.4216112206706
ADAM23,3.23099041546723,10.448224169325,10.9802053904322,7.76291895252038e-14,1.84268300834621e-11,21.4178954652713
AFDN,-1.54152593546106,6.982965142,-10.9389028495743,8.72568838359565e-14,2.04322605825602e-11,21.3029815246859
ZNF347,2.20932388272167,8.08226516845,10.9335822464493,8.85824109493864e-14,2.04660802257462e-11,21.2881614010121
MARCHF1,1.91409955121974,8.281988542125,10.9164879626662,9.29812482649421e-14,2.10364878316034e-11,21.2405205373652
TSPAN1,-0.989747134457207,5.6388204124,-10.9101256176583,9.34793145794932e-14,2.10364878316034e-11,21.2347731430686
FCGR3A,3.0853493726091,10.15814171435,10.8700152972894,1.0609614890668e-13,2.35696675417302e-11,21.1108026915916
RAB3C,-1.26123363403701,6.0526069125,-10.835313166523,1.16929921808511e-13,2.56476162670617e-11,21.0151465274242
SPATA18,1.80747274063608,8.16338712875,10.8195552881506,1.22478119724236e-13,2.62211759619229e-11,20.9696224124624
AHR,1.86115715594218,11.301258006925,10.8180519130133,1.23003819427879e-13,2.62211759619229e-11,20.9654108606135
LGALS3BP,1.70577841284118,11.457058222175,10.8146903263778,1.24187607719556e-13,2.62211759619229e-11,20.9559926073777
MCAM,1.93450001753971,10.945675395425,10.8107282323852,1.2559773804476e-13,2.62211759619229e-11,20.9448899230531
TUBB2B,1.65630017832074,11.8317052823,10.7412565258341,1.53145801674512e-13,3.1591791088285e-11,20.7498677947736
MFSD11,1.16849534049036,7.691987638175,10.7009945442548,1.71190845402736e-13,3.46713102061669e-11,20.6401499014339
SEMA3B,2.39043737306477,10.8591366678,10.7005296748355,1.72075985556922e-13,3.46713102061669e-11,20.6352338716092
NRCAM,2.4107897716569,9.218721685625,10.6758219389563,1.84702394108197e-13,3.67876216678947e-11,20.5655792370727
DHRS3,1.39533378988281,11.81234714755,10.6683209090467,1.88718912068867e-13,3.71604694128333e-11,20.544416370938
RAB31,1.53927247963763,12.07137111365,10.630907563016,2.10117845372273e-13,4.09092362315815e-11,20.4387470830016
AK3,1.13176549778258,10.096331509425,10.6056171749188,2.23250960465551e-13,4.29832515883008e-11,20.378590611252
HPS5,1.63957722372244,8.770136179825,10.5983082497221,2.30766393319166e-13,4.39419787190604e-11,20.3465197090931
ARSK,1.57354672762375,7.846259397775,10.5844135948628,2.40182984849576e-13,4.5237943059494e-11,20.3071662935185
GAL3ST4,1.36184340383501,9.144070809825,10.5311001146625,2.79046034889414e-13,5.19925773393954e-11,20.1594252434432
TJP2,-1.84906183566075,7.88686043695,-10.519820309996,2.89356289067032e-13,5.33400614569524e-11,20.1238774594524
APOL4,-1.29646911157594,7.3081593526,-10.4819437388386,3.22831059458819e-13,5.88843852452886e-11,20.0161370244017
NGEF,-0.768478279370081,6.872263877475,-10.4686103056348,3.3138862449685e-13,5.98156467216815e-11,19.9898496118621
GFRA3,3.60499927038551,10.53158524095,10.4641771967096,3.39862738960598e-13,6.0712799388755e-11,19.9655330512826
