gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
EEF1AKMT2,0.88632136706091,8.64252827795,5.24928962979352,4.89698650003261e-06,3.16061845987023e-05,3.72137759334019
LCE1E,-0.694934613918271,8.754524857775,-5.24926663800426,4.89735290791096e-06,3.16061845987023e-05,3.72130444732165
HOXD8,-0.501685289690053,6.4011684269,-5.24880275648412,4.89742645703577e-06,3.16061845987023e-05,3.72108709636977
RHOC,0.57917421993832,11.8866874525,5.24864066025222,4.90364279907584e-06,3.16345206337998e-05,3.71994746173446
KIAA1191,0.918685284451817,9.87805475085,5.24789342795361,4.91928640275234e-06,3.17236303635625e-05,3.7169358304528
DTWD2,0.781804959705475,7.444998584375,5.2476003066301,4.92398086333843e-06,3.17420909225924e-05,3.71600334656465
ADRA1B,-0.532750302444872,7.44666035475,-5.24645592458642,4.93640223084348e-06,3.18018782730011e-05,3.71337689237105
PIK3R1,0.95165304304858,11.302056252025,5.24679345228641,4.93692593226991e-06,3.18018782730011e-05,3.71343661509886
OSGIN2,1.06669600954665,8.496094766625,5.24656450429333,4.94060528823212e-06,3.18137526698202e-05,3.71270830890548
RIMOC1,1.07190713618042,8.922149972725,5.2464016329734,4.94322440067877e-06,3.18173244561586e-05,3.71219020281101
E2F8,-0.531532446814958,6.20595996875,-5.24586781440969,4.94483233843693e-06,3.18173244561586e-05,3.71168065795993
CAB39,0.764524112582889,9.0261463278,5.24597871997738,4.95003164085268e-06,3.18389563001838e-05,3.71084489856158
MYBL2,-0.745304211173477,7.390729182425,-5.244223746003,4.97837931077435e-06,3.20056032877913e-05,3.70526247175444
PXN,-0.434307511483421,9.1190487973,-5.24336653607809,4.97963449122146e-06,3.20056032877913e-05,3.70467148042135
UBE3B,0.63838460962452,9.291830284325,5.24347908933084,4.98445869196123e-06,3.2013379092029e-05,3.7039061183945
DNER,-1.2721482792313,6.9343532914,-5.24384369927877,4.98453928845188e-06,3.2013379092029e-05,3.70405362139175
KAZN,-0.487018234976869,7.20775015665,-5.24233411999986,5.00202833881036e-06,3.21138003167492e-05,3.70043823626127
LTF,-0.688018653323822,7.0086495183,-5.2426033224575,5.00469654544553e-06,3.21190302738815e-05,3.70010835419194
YIF1B,-0.572988364909019,8.444696052375,-5.24196933420664,5.00900840967157e-06,3.21306225596552e-05,3.6991032377497
ASB11,-0.570735790480339,5.092193130475,-5.24203403634205,5.01021134327033e-06,3.21306225596552e-05,3.69892972777036
CCDC141,-0.558742147863529,4.9320988927,-5.24117581798451,5.02297477940669e-06,3.22005575203696e-05,3.69640886111766
ATP1A2,1.44311843784349,10.495955537475,5.24062869337249,5.03695297705797e-06,3.22782252908508e-05,3.69382801740269
MBOAT2,1.13220362338242,8.649454195175,5.23994844594676,5.04811279390049e-06,3.23377813281729e-05,3.69166458502743
AP4B1,0.653813557517347,8.568617279125,5.23944975634123,5.05630963223138e-06,3.23783197735792e-05,3.690078606136
USP5,0.569819187251351,9.0197105625,5.23851982432623,5.06450254908023e-06,3.24104922083392e-05,3.68830470684232
KAT5,0.568876513256747,9.498599811725,5.23841788632087,5.0650746133531e-06,3.24104922083392e-05,3.68816455098831
SHANK1,-0.408321326323821,6.69423661485,-5.23754557106607,5.07487782615017e-06,3.24612340241898e-05,3.68615137206089
ZNF134,0.828391635300695,8.0487972757,5.23818056983046,5.07723052667061e-06,3.24642991018998e-05,3.68604235175982
ZKSCAN8,0.961121206264459,8.166400181225,5.23730835544969,5.09165759194241e-06,3.25445380867495e-05,3.683268652683
BACE2,0.678261011556669,9.402439765675,5.23674149366892,5.09555409374921e-06,3.25574341211232e-05,3.68237405092868
PKHD1L1,-0.502121946215111,4.520788590075,-5.23644392460461,5.09988237251559e-06,3.25730784190749e-05,3.68152788498139
TREX2,-0.473756419175788,7.49603743515,-5.23486110238325,5.12403653983725e-06,3.27152929853721e-05,3.67685136904305
OBP2B,-0.506994125659212,6.885114953825,-5.23459052096838,5.12966958310427e-06,3.27391950408953e-05,3.67580709982921
CCDC93,0.630033634332305,8.80120511915,5.2334636762635,5.14957393741545e-06,3.28541300395931e-05,3.67204971682793
CAMSAP2,0.803715639930612,9.7805795046,5.23329444118139,5.15857642191308e-06,3.28994524250681e-05,3.67050528296241
PIRT,-1.32401269464225,6.7090065559,-5.23143336890938,5.18989889290238e-06,3.30870314794847e-05,3.66458811809368
TROAP,-0.681494984722436,7.278974851125,-5.23132033243151,5.19180739801009e-06,3.30870314794847e-05,3.66422873861268
ZNF675,0.816472562700849,6.2961980264,5.23113326651374,5.19496734324653e-06,3.30949978396235e-05,3.66363399891211
BDP1,0.84597525436623,9.012275707175,5.23096925925671,5.19773934703374e-06,3.31004878373395e-05,3.66311257310919
AATF,0.534576792053201,9.64792915945,5.22968655201102,5.20633962317517e-06,3.31430760434899e-05,3.66115321915235
CHRNA6,1.36919379459445,6.937929178975,5.22973437282353,5.21865819327664e-06,3.32020163230784e-05,3.65918661845755
YWHAH,0.676663454383194,11.224466829875,5.2296888732426,5.21943054386343e-06,3.32020163230784e-05,3.65904196946784
PARVG,1.33262523331072,9.54158803075,5.22953851293221,5.22198370050757e-06,3.32060673623468e-05,3.65856395652866
VASH2,-0.564355522472629,7.165839163775,-5.22896301793366,5.22786701199824e-06,3.32312837798626e-05,3.65736165902444
ENTREP1,-1.11594233948728,7.15864374235,-5.22807083746949,5.24697033460213e-06,3.33404847664047e-05,3.65389818463853
FN3KRP,0.71300258079954,9.321059036425,5.22793019337286,5.24937096374943e-06,3.33435117521445e-05,3.65345108730954
MS4A4A,1.62236176771935,7.7716323961,5.22644787010034,5.2747387961846e-06,3.34854389300395e-05,3.64873903112323
APOE,1.41148354252429,10.99674305985,5.22639884364396,5.27557988683102e-06,3.34854389300395e-05,3.64858318868643
PEX19,0.587385074419434,8.870469971,5.2254253515617,5.28492217757362e-06,3.35324538604891e-05,3.64666323515267
ST8SIA4,1.03954641407633,7.830107668475,5.22466252799051,5.30545376621571e-06,3.36504036826449e-05,3.64306407243949
PLCXD1,-0.426834162359287,6.9755388086,-5.22372385021106,5.30832844892967e-06,3.36563173666496e-05,3.64219176061961
PPM1M,0.517920823882035,9.08133353725,5.22345958935351,5.31289404348503e-06,3.36729436669746e-05,3.64135150535642
CLN3,0.446672750440246,9.419688312225,5.22232714763652,5.33250319565605e-06,3.37848685098092e-05,3.63775083835543
ATP6V1B2,0.78972912835698,10.381145328675,5.2228189052274,5.33735750564837e-06,3.38032642024397e-05,3.63720425513194
TEDC1,-0.488055979551268,8.0136021083,-5.22187083677109,5.34522026643575e-06,3.38365915794458e-05,3.63554539559723
CGRRF1,0.726383747774096,7.568469237975,5.22229115500334,5.34652514684457e-06,3.38365915794458e-05,3.63552691436541
RAB6C,0.318510025949887,9.41861072655,5.22114944415092,5.35297220714644e-06,3.38650246095047e-05,3.63400642016436
VTN,-0.483754597549729,7.309122128375,-5.22126030846997,5.35700660053099e-06,3.38781789686135e-05,3.63342229319556
PCMT1,1.08140824621434,10.84234850845,5.22102791884367,5.36853250032396e-06,3.39386833876737e-05,3.63151212329038
UBL3,0.861610803805709,9.35324514555,5.22066504319673,5.3748708938788e-06,3.39663613600043e-05,3.63035887433118
STOML3,-0.597779116814957,5.2080673794,-5.22007604790839,5.38517474538042e-06,3.40190696273977e-05,3.62848703157554
RBM43,0.88686300767078,8.01079574865,5.21793611412967,5.42277572791785e-06,3.42441172789214e-05,3.62168661123092
KITLG,-1.00424890935929,6.0455231499,-5.2170201620236,5.43894945039711e-06,3.43337399185724e-05,3.61877600546101
FN3K,0.936802081578263,9.847784469025,5.21629761246405,5.45174183968375e-06,3.44019601595193e-05,3.61648004215662
TMBIM1,0.594571213068617,11.52076649225,5.21559959715562,5.45936364192829e-06,3.4437514811552e-05,3.61499526138175
KRT14,-0.9039690092074,7.7220861405,-5.21572820357576,5.46184395932338e-06,3.44406230448164e-05,3.61467074028037
MAP3K11,0.804148238650733,9.2945403619,5.21508411065325,5.47329344953807e-06,3.44928467517806e-05,3.61262417576881
ULK2,0.898459898734776,9.167481393125,5.21503838706769,5.47410714262446e-06,3.44928467517806e-05,3.61247889384809
FAM53A,-0.387469097161139,7.975172484625,-5.21379657179272,5.48254134187039e-06,3.45242418970981e-05,3.61063225779692
BMP3,-0.967243722254432,6.4507162955,-5.21451801408371,5.48337610973795e-06,3.45242418970981e-05,3.6108254805685
ENAH,-0.998432273123358,8.280588406625,-5.21442318897606,5.48506682494869e-06,3.45242418970981e-05,3.61052419036564
ABCG4,-0.520776506791824,7.388854952825,-5.21392874571738,5.4873907491426e-06,3.45263278508144e-05,3.60994810311435
STXBP6,-0.62226879080339,6.35375478995,-5.21319849022343,5.50694948718617e-06,3.46368133263019e-05,3.60663302060915
DDRGK1,0.565294464006172,10.116271158,5.21227272277043,5.51221093901377e-06,3.46573262522607e-05,3.60541827321813
COL4A5,-0.48163092847417,6.691097760725,-5.21184007981935,5.52255566210925e-06,3.47020665977732e-05,3.60365007194983
CYP7A1,-0.525349836392443,4.8949293866,-5.21192097687014,5.52333216047199e-06,3.47020665977732e-05,3.60356796711671
ANKRD13A,0.608262831831924,8.827068495625,5.2109323433676,5.5411155059717e-06,3.48011777772663e-05,3.60042653971948
SCUBE1,-0.684876069053199,7.3569319294,-5.21001509588796,5.56423539764293e-06,3.49337213660713e-05,3.59651943108473
MTIF3,0.782621091638397,9.82279797845,5.20977271490086,5.56862122284592e-06,3.49485941866983e-05,3.59574944054098
SNAI1,-0.816454540363915,6.92608430675,-5.20947811214802,5.5739566024691e-06,3.49663347164829e-05,3.59481356253573
PLPPR2,0.808583376932923,9.039556399625,5.2093938380794,5.5754837731788e-06,3.49663347164829e-05,3.59454584717219
POFUT1,0.406946790102547,8.1885663743,5.20815077835668,5.58413490938203e-06,3.50079195766179e-05,3.5926891464656
NAA11,-0.76970197671241,6.50066929,-5.20827146355525,5.59586244993879e-06,3.50687538996525e-05,3.59098045558954
ATE1,0.81110833910332,8.257273471925,5.20721540440195,5.61510446958186e-06,3.51766197573805e-05,3.5876258629291
INPP5F,0.934110128633003,8.63168264445,5.20589306697984,5.63929074023089e-06,3.53153704180415e-05,3.58342562124287
PTH1R,-0.408223118331534,6.769985336075,-5.20450746571608,5.65068312180326e-06,3.53739296006528e-05,3.5811122330189
PSME3IP1,0.70248551615189,9.984824380675,5.20440549001969,5.66245302028671e-06,3.54348089330185e-05,3.57931904357887
PDE5A,1.67399662683192,8.237708597425,5.20450051531818,5.66487291147402e-06,3.54371544440512e-05,3.57900258035425
PARG,0.42191278141018,8.55170781855,5.20345411938805,5.67006946890966e-06,3.54531531302962e-05,3.57776544088669
ARHGEF40,0.632514427778721,8.675488954625,5.20391314625286,5.67152241904322e-06,3.54531531302962e-05,3.5777551372734
PRKAG1,0.759489084056284,9.62400847025,5.20381180941877,5.67756741344601e-06,3.54781421349414e-05,3.57681519005107
ZNF420,0.741560500237473,7.455578817775,5.20312778170773,5.69020359600804e-06,3.55382347310686e-05,3.57464271475836
METTL14,0.853168764531227,8.5670442084,5.20306926612064,5.69128585980582e-06,3.55382347310686e-05,3.57445687159687
BMP4,-0.577630484306861,6.38564067385,-5.20250784735904,5.69610239505507e-06,3.55554979472313e-05,3.57349577849377
APH1A,0.593801488276796,10.652468630975,5.20145500643494,5.71333851175716e-06,3.56502447719582e-05,3.5704882681203
TDO2,-0.543716901747109,4.704289983075,-5.20092598314927,5.72546596816427e-06,3.571305770207e-05,3.56847133980144
POGK,0.541067114786433,9.505079483525,5.19917045412461,5.74958984433074e-06,3.5850627140181e-05,3.56415635830788
PRIMPOL,0.796746237159598,7.1165671124,5.19971739229266,5.75362158110516e-06,3.58628614235217e-05,3.56381214588879
WDR86,0.631489136316118,8.610575045775,5.19937455526875,5.75580826858545e-06,3.586359067891e-05,3.56333990244871
PTGES,-0.576092142982263,7.731976017575,-5.19780707915611,5.78784134389826e-06,3.6050220994633e-05,3.5579794607186
SULT1C4,0.902051096013878,7.01707051045,5.19757906613892,5.79374170538387e-06,3.60740051278806e-05,3.55702206016535
PRDM8,-0.411486665735544,7.31707697135,-5.19585137646637,5.81196314584226e-06,3.61744602698113e-05,3.55361327786531
FGF5,-1.02872999236623,6.507300544725,-5.1965008504557,5.81407665082183e-06,3.61746212586861e-05,3.55359848215357
NOC3L,0.878854597113342,7.29801057765,5.19637395534857,5.81647451653795e-06,3.61765507618699e-05,3.55319557086551
RNF214,0.738687085096379,8.4161225616,5.19477939143951,5.84668977363165e-06,3.63514317895548e-05,3.54813275477347
RCAN1,0.800655752262149,10.335470916925,5.19410437941258,5.85952733896244e-06,3.64181813951008e-05,3.54598965290966
MRPS18C,1.22791687612876,8.388770538325,5.19371812810236,5.86688573589616e-06,3.64508411730401e-05,3.54476336509311
KDM5A,0.726120273079415,9.47456799715,5.19309659947721,5.87874558478171e-06,3.65114349437626e-05,3.54279014663742
SERPINB2,-0.995459165682341,6.050631619375,-5.1928035867452,5.88434501676295e-06,3.65331173237078e-05,3.54185991118794
XAGE3,-0.780223442454894,6.962424690125,-5.19232970392743,5.89341204007618e-06,3.65763050968625e-05,3.54035548478632
NEDD1,0.979253080310719,8.029117827425,5.19143260229734,5.91061464373552e-06,3.66699357488898e-05,3.53750754918726
OXR1,1.0696488590532,8.775786744125,5.19074109659949,5.92390874673616e-06,3.67392593999442e-05,3.53531236490079
IYD,-0.636711181976867,5.61434030855,-5.19039434546892,5.93058614154112e-06,3.67675122220481e-05,3.53421162575455
GRHL3,-0.750366577925982,6.3924034403,-5.18978267729776,5.94238324045005e-06,3.68274738163514e-05,3.53226996042617
VGLL4,0.666573089641483,8.81682349955,5.18936055846823,5.95053810650208e-06,3.6864828140675e-05,3.53093002290004
RAI14,1.10390412362838,9.61390203535,5.18884379959156,5.96053641426944e-06,3.69135721895857e-05,3.52928969794199
GATA2,0.817080579289903,8.27473897895,5.18752661113914,5.98609689052236e-06,3.70586234079926e-05,3.52510875287329
ZNF34,0.488528870740942,7.60288752725,5.1868294849188,5.99146509225966e-06,3.70786096852412e-05,3.52404416058769
TNFRSF8,-0.494828488966845,7.986686714875,-5.18605799911855,6.00650299601798e-06,3.71584019689395e-05,3.52159499506847
BRI3,0.409403736549729,10.829649452975,5.18517892055812,6.01710428326235e-06,3.72107005782905e-05,3.51972126736575
ASH2L,0.564405565032386,9.89742755075,5.18509231046449,6.02216683324854e-06,3.72282480710677e-05,3.51897681695592
IL6ST,0.78185793674634,11.17342758195,5.18550075414897,6.02562148361731e-06,3.72282480710677e-05,3.51867880847642
GNGT2,0.888173498636085,7.0653436683,5.18546164166705,6.02638710984215e-06,3.72282480710677e-05,3.5185546728556
UEVLD,0.540924454678491,8.401847772075,5.18468925721816,6.03327480056949e-06,3.72575145204092e-05,3.51724995576583
KANSL2,0.558810287963763,8.337010418425,5.18426591807618,6.04279400128526e-06,3.7303004793114e-05,3.51573741815748
CYP11B1,-0.43576028284811,6.521806689375,-5.18290893233522,6.06165384528286e-06,3.740610321619e-05,3.51251438330104
LARP7,1.11167978770085,9.31637356895,5.18327427634292,6.06935856229739e-06,3.74403151183657e-05,3.51161268914194
GLIS2,-0.593019173983805,8.67726231895,-5.18193817781302,6.08866525411033e-06,3.75448289539532e-05,3.50834894660037
PARL,0.614655912256749,10.243320058,5.18177682315932,6.09063447539027e-06,3.75448289539532e-05,3.50800527182027
CLEC4C,-0.570801741474168,5.5822765667,-5.18077111070631,6.11179358770742e-06,3.76612287272564e-05,3.50464481570078
S100A3,-1.10950537944718,6.80173203445,-5.18098196351292,6.11471761183403e-06,3.76612287272564e-05,3.50433827022868
COMMD3-BMI1,0.883689758832693,9.456382226775,5.18091551330615,6.1160374906798e-06,3.76612287272564e-05,3.50412740702665
TMEM60,0.925607971357751,9.45994566655,5.18046406116612,6.12501201540953e-06,3.77030935001834e-05,3.50269485042902
ESF1,0.86137366032999,8.7603854122,5.18034616547462,6.12735784017765e-06,3.77040146960799e-05,3.50232074571327
FCER1G,1.4475958172606,10.438264169275,5.18023786799399,6.12951346946313e-06,3.77040146960799e-05,3.50197709940317
ZDHHC6,0.943452679470319,8.9096901379,5.18005059317268,6.13324289288899e-06,3.77135673697589e-05,3.50138284799811
SEPSECS,0.709535085092521,7.5302385067,5.17915156397008,6.15117764830995e-06,3.78104314614809e-05,3.49853015253144
LCN10,-0.616432316152658,7.3030091628,-5.17864147943232,6.16137643516855e-06,3.78596917973761e-05,3.49691165584611
CLIP2,0.764578533129532,9.040821328375,5.17841153152801,6.16597956214723e-06,3.7874545853558e-05,3.49618204240256
PPIE,0.740361847276024,9.72505421375,5.17803254854686,6.17357353039388e-06,3.79077541228438e-05,3.49497956227842
TRAPPC8,0.943162358680034,7.24953388035,5.17784823326319,6.17727014398273e-06,3.79170163141809e-05,3.49439475231723
THUMPD1,0.767626788810333,8.032742423025,5.17677822299589,6.1987735581138e-06,3.8035534070466e-05,3.49099982334439
LINC01600,-0.476605311765613,5.594331186875,-5.17590544098736,6.204238280176e-06,3.80523006650647e-05,3.48986862796846
NT5C1A,-0.475835882559753,6.497911029675,-5.1759404717298,6.20589806552822e-06,3.80523006650647e-05,3.48966006938048
KIF7,-0.373158287941401,7.359081641425,-5.17415364484147,6.23656293286516e-06,3.82267996111381e-05,3.4847236051139
PCDH10,0.950493353016963,7.95485940895,5.17458563335528,6.24306883385862e-06,3.82330025505098e-05,3.48404361902646
ZSCAN26,0.652455507946803,7.432836207775,5.17454418287152,6.24390924116913e-06,3.82330025505098e-05,3.48391211909326
RHO,-0.469012899054742,6.3690578583,-5.17391022410612,6.24419420694498e-06,3.82330025505098e-05,3.48358878180369
PHACTR3,-0.550549108585968,6.444396982,-5.17264967728906,6.27516865954651e-06,3.8409086023533e-05,3.47887304853102
STIM1,0.612336981963766,9.328221051075,5.17169313489932,6.29343642599747e-06,3.85072974539845e-05,3.47600564178118
NFE2L2,0.794528796413262,10.539629085525,5.1717371875843,6.30108258991785e-06,3.85366536592432e-05,3.4750075422383
RASGEF1A,0.923840868221279,8.5492209908,5.17165901814412,6.30268216010476e-06,3.85366536592432e-05,3.47475958091905
CYP4Z1,-1.17438729903392,5.929549910975,-5.17043051312219,6.32787379896098e-06,3.86770360452896e-05,3.47086273993324
RO60,1.11804209144719,8.95738632315,5.17003200289099,6.3360670335802e-06,3.87134589414237e-05,3.46959869857529
DMRTC1B,-0.760638372051656,6.941159682875,-5.16908640469845,6.35555029639098e-06,3.88135575690014e-05,3.46659941924796
F2RL1,-0.546188408152659,7.30475646335,-5.16867168239145,6.35692961569864e-06,3.88135575690014e-05,3.46623079122609
FAM111A,0.699504471919817,8.0937274819,5.16869639062999,6.36360349173106e-06,3.88406203961662e-05,3.46536239249569
DBX2,-0.685409081713954,5.8920598462,-5.16841763953441,6.36936547126197e-06,3.88621003119815e-05,3.46447827566285
NMUR2,-0.679427812754817,5.931833405625,-5.16821762318716,6.37350313375952e-06,3.88736579731732e-05,3.46384388839862
SLC4A3,0.64289666545104,8.6547165186,5.16792653378814,6.37778453458839e-06,3.88860838899886e-05,3.46314995033469
CCDC91,0.892287615351583,8.84805933135,5.16695215895657,6.39974311052768e-06,3.89997162089876e-05,3.45983036091097
CLEC10A,-0.712169939751735,6.677412075975,-5.16689538012396,6.4009229511981e-06,3.89997162089876e-05,3.45965028672704
TIMP4,-0.968949481925979,7.515952679525,-5.16649001726963,6.40935248772271e-06,3.90373497037818e-05,3.45836468937688
OLIG2,-0.437078245447957,6.63060602445,-5.16465779686879,6.43192289319025e-06,3.91610540735069e-05,3.45459300021154
LRCH1,0.853094842283734,8.457786174975,5.16411309087923,6.45900256226913e-06,3.9312116754127e-05,3.45082674751838
PAX9,-0.901399263225905,6.8686808193,-5.16390864433401,6.4632908694137e-06,3.93244045594103e-05,3.45017841983786
WFDC1,-0.643821426175785,7.240267498275,-5.16317757789721,6.47864822476863e-06,3.94040071740228e-05,3.44786015228852
VPS35,1.00099567329453,9.82127166695,5.16227441623598,6.49767067665888e-06,3.94932377230419e-05,3.44499625074929
MFSD14B,0.890542413951428,9.561575792975,5.16226461249522,6.4978774670125e-06,3.94932377230419e-05,3.44496516391383
LCE3A,-0.443349809831917,7.832025285075,-5.16108899203986,6.50690184279005e-06,3.95342198919586e-05,3.44327201635754
TMBIM4,0.603640650474944,10.258699209725,5.16088181577536,6.51830856127947e-06,3.95842223736355e-05,3.44171109162021
SH3PXD2B,0.943119001679264,9.77661910465,5.16115277998469,6.52137170580269e-06,3.95842223736355e-05,3.44143971553852
HAUS3,0.700173539436396,6.703983549275,5.16102240356671,6.52413220952511e-06,3.95842223736355e-05,3.44102632238264
ADIRF,-1.56438282741172,9.3239228092,-5.16101592849387,6.52426933859089e-06,3.95842223736355e-05,3.44100579149576
DNMT3B,-0.399215899392443,6.144009902475,-5.15964594866816,6.53746480120914e-06,3.96503990463255e-05,3.43869484383861
LAPTM5,1.43517923552506,11.506692558125,5.16023296085518,6.54087209078549e-06,3.96571839010255e-05,3.43852322994348
RAB2B,0.723609326384736,9.106696922,5.15966895435576,6.55285772323066e-06,3.97084699395214e-05,3.43673497824552
SPOCK3,-1.06668464311565,5.544410602025,-5.15961929221494,6.55391412898379e-06,3.97084699395214e-05,3.43657752027389
BHLHE41,1.11481090961141,9.21298960945,5.15835511955209,6.58086231012846e-06,3.98324665572937e-05,3.43256946032922
SLC26A9,-0.677308215064763,6.370732378325,-5.15835124782317,6.58094501158516e-06,3.98324665572937e-05,3.43255718532228
LUZP2,-0.890936821821124,5.377536829975,-5.15833574953112,6.58127607072552e-06,3.98324665572937e-05,3.43250804924571
GPR3,-0.570346041744798,7.62897338105,-5.15807070549071,6.58514800846158e-06,3.98419848780106e-05,3.43189570493633
CDK8,0.827588343676947,8.9343942058,5.1578364812864,6.5919497752509e-06,3.98456582497591e-05,3.4309251761148
ANAPC16,0.637728624113343,10.3099601062,5.15745942287746,6.59244514997013e-06,3.98456582497591e-05,3.43069197144153
LCE1C,-0.453498061713954,6.47594950185,-5.157057033682,6.59265363585292e-06,3.98456582497591e-05,3.43048375759991
LNX2,0.788189602857364,8.18957857385,5.15749652008457,6.59922751564779e-06,3.98714833999808e-05,3.42984738592848
TRIP4,0.650180664996144,8.667011495475,5.15660293794231,6.61839491188086e-06,3.99733520505652e-05,3.42701450303246
CANX,0.685892994660756,11.319654405375,5.15626099685026,6.62574415268861e-06,4.00037960549785e-05,3.42593048954866
ZBTB20,1.39218665702776,9.638208663775,5.15542923454644,6.64365474747081e-06,4.00979621958113e-05,3.42329371861409
NECAB2,-0.492529210998455,6.611191978725,-5.154353027829,6.65794161070588e-06,4.01701992445374e-05,3.42100830459191
HCN2,-0.349533473095605,7.904940108325,-5.15374355668785,6.66396207652635e-06,4.01925286676118e-05,3.41997587287138
CNGB1,-0.571071681202002,7.205903881775,-5.15382554768435,6.67832292957354e-06,4.02651286442764e-05,3.41821011699191
ARV1,0.813128552127989,8.849592338875,5.15175407124991,6.72336906760868e-06,4.05226223316602e-05,3.41164413262543
GNPDA1,0.855044501828065,8.982600062225,5.15052004829601,6.75034694642662e-06,4.06710750652575e-05,3.40773289529072
ANKRD10,0.79941512642714,8.513339745675,5.1503611627092,6.75382824363556e-06,4.06779060847122e-05,3.4072293213663
ARHGDIB,1.04411314392753,11.242990092,5.14988346137065,6.76430573840595e-06,4.07268553978799e-05,3.40571530834579
OASL,1.06817714073015,7.62606060505,5.14889121147519,6.786120388164e-06,4.08440062820791e-05,3.40257059312944
NF1,0.877037465270627,9.31701819395,5.14808588327907,6.80387677996888e-06,4.09366586261461e-05,3.40001837736456
DRAM2,1.13651851420046,9.528575911075,5.14740149404203,6.81900280189809e-06,4.10134260851406e-05,3.39784950215253
SGK2,-0.773772705439478,6.411532896675,-5.14593936905766,6.85142963217739e-06,4.11941612305239e-05,3.39321613181603
RAB8B,0.859990325933694,10.061172490525,5.14509964522545,6.87012192994393e-06,4.12922208817442e-05,3.39055523074877
PINLYP,0.577266201152661,8.6200262155,5.14459464368996,6.8735422008759e-06,4.12984532790491e-05,3.38990985381053
LGI3,-0.683439571723978,7.03550573195,-5.14463897834855,6.88039784779342e-06,4.13253150456029e-05,3.38909551674642
CPE,-1.84688327496145,8.036843627575,-5.14394670637916,6.8958687280642e-06,4.14038854192295e-05,3.38690196761805
SOX3,-0.378379639435618,8.292165778425,-5.14283757192535,6.9041061179146e-06,4.14389853866381e-05,3.38540013709344
TLNRD1,-0.387810115501154,8.20868105055,-5.14264044794937,6.90852463033093e-06,4.14511477819856e-05,3.3847753270153
NRSN1,-0.576290117858134,6.0546239709,-5.14263206148561,6.91763420588408e-06,4.14914383937554e-05,3.38366867637575
SELENOS,0.64778884537086,9.492861473725,5.14118660376611,6.94997672521101e-06,4.16710023164209e-05,3.37910972540722
GRAMD2B,1.07704836894757,9.616526905725,5.14140819191683,6.95289481289086e-06,4.16740786294613e-05,3.3788588998754
USP40,0.626424341604474,7.75605435315,5.14085679960042,6.96534309929441e-06,4.17342549185939e-05,3.37711197002203
KIF24,-0.475990536457206,5.77782916755,-5.13877530972077,6.99878720451794e-06,4.19142706692353e-05,3.37215962259985
CACNG6,-0.531649180995372,7.8013438385,-5.13896631337103,7.00022502982266e-06,4.19142706692353e-05,3.37207440041521
TUBA3D,-0.383983267387043,7.527581571475,-5.1384275904357,7.00362779967801e-06,4.19201597626323e-05,3.371423330248
SPIRE1,0.86995124502236,9.53160590385,5.13905872597118,7.00609015113975e-06,4.19204178656594e-05,3.37141555776807
FADS2,1.43148557564303,10.471697399625,5.13852699686526,7.01818510251952e-06,4.19782918386118e-05,3.36973108610356
HID1,-0.572817936042406,7.19709032575,-5.13775638868314,7.03575041902024e-06,4.20688348035827e-05,3.36728993125716
PRPSAP1,0.6587659798458,8.603927009625,5.13763110515751,7.03861025583963e-06,4.20714172173816e-05,3.36689306176115
HK1,0.481402552306093,8.811951203,5.13654889644331,7.04645535463698e-06,4.21037856500516e-05,3.36546984446212
WASF2,0.715477372255206,10.106262739075,5.13705022881187,7.05188492451061e-06,4.21217035408204e-05,3.36505300522155
HINT2,0.7534882124788,10.674396296275,5.13584213555604,7.07957274091139e-06,4.22725142848079e-05,3.36122623819501
TRIM6,0.503167895329996,6.88812660035,5.13487596620423,7.09235032820089e-06,4.23342220072563e-05,3.35927899759586
RIOK3,0.658462066395527,9.20812711285,5.13376234453104,7.12077152050568e-06,4.2477651987066e-05,3.35542769949732
FCGR2A,1.58071072346492,10.235868575075,5.13403104383925,7.12128226122038e-06,4.2477651987066e-05,3.35548976304571
DNAJC13,0.913286291186587,8.9547502246,5.13316946336657,7.14120983654392e-06,4.25692027122805e-05,3.35276093178874
COA8,0.628406619270626,8.4119615954,5.13315504127151,7.14154387607338e-06,4.25692027122805e-05,3.35271525438969
TIGD3,-0.400227724713183,7.409724402975,-5.13159772361611,7.16057107458609e-06,4.26679420840536e-05,3.34978203240468
OSTF1,0.665251597107945,9.694327469575,5.13181181443936,7.16460198289079e-06,4.2677285376257e-05,3.34940864649114
COQ7,0.658206440260605,8.2375593287,5.13182867024917,7.17233106762534e-06,4.27086435532e-05,3.34851451192041
SRFBP1,0.754684601763303,8.727399990775,5.13164434872414,7.17661985459601e-06,4.27195014910476e-05,3.34793076637239
UBLCP1,1.05481811068389,8.23563893925,5.13149403531981,7.18011922188325e-06,4.27256544906569e-05,3.3474547276907
PIGQ,0.624818828866614,8.3818757609,5.13136839281543,7.18304553551555e-06,4.27283944522532e-05,3.34705682337616
STXBP5L,-1.0162191774495,4.714429428225,-5.1294356952028,7.22820871128809e-06,4.29822925700755e-05,3.3409363143434
TMEM241,0.491208936672321,7.966190397925,5.12883670126029,7.23266453129075e-06,4.29940346477551e-05,3.34014853860323
RAB29,0.873186542818049,8.9281901902,5.12766830839561,7.26975502784577e-06,4.31996965440711e-05,3.33533974274581
