"gene","bulk_logFC","dominant_celltype","pb_log2FC_in_dom","pb_p_in_dom","dom_pct_shift_VS_minus_Nerve","class"
"PMEPA1",1.20050247630764,"周细胞",0.500300060226421,0.0234600459968928,-23.07,"cell-intrinsic (candidate)"
"WASHC3",1.2324652458936,"Schwann/肿瘤细胞",2.08930934741525e-05,0.552649110451164,21.18,"composition-consistent"
"ADAMTS1",-1.54243836669854,"内皮",-1.69907510913351,0.000125927729662503,-16.73,"both"
"SFN",-1.1105725818404,"周细胞",-0.0659366769873141,0.48160476635572,-23.07,"composition-consistent"
"FHL1",-1.08456401523053,"周细胞",-0.577998805166832,0.0647874554983391,-23.07,"composition-consistent"
"HEY1",1.19053772462838,"Schwann/肿瘤细胞",7.96311295957612e-07,0.673937924108641,21.18,"composition-consistent"
"PDCD1LG2",1.11938541395297,"成纤维",-0.280530159847957,0.386544854500524,-42.35,"ambiguous/undetermined"
"SHTN1",1.55584796090825,"巨噬/髓系",-5.3109618570345e-07,0.832919011247724,45.88,"composition-consistent"
"HCAR3",-1.32225547401619,"巨噬/髓系",-1.29394800494992e-06,0.404480273518413,45.88,"ambiguous/undetermined"
"PYGM",-1.20227829769314,"周细胞",-0.171627446186642,0.432874382121115,-23.07,"composition-consistent"
"VAMP8",1.3098499182822,"巨噬/髓系",4.92876425247664e-06,0.093073975860115,45.88,"composition-consistent"
"PPP2R2B",1.00147864080648,"Schwann/肿瘤细胞",-6.43638236765844e-05,0.748932296553886,21.18,"composition-consistent"
"EXOSC10",1.08127898613416,"Schwann/肿瘤细胞",1.06094190972673e-06,0.884363081529967,21.18,"composition-consistent"
"TMEM86A",1.03080006102313,"巨噬/髓系",1.31315528416612,0.000683083624141863,45.88,"both"
"SLC1A2",-1.40664254415035,"成纤维",-0.0900195603547692,0.718927082492868,-42.35,"composition-consistent"
"ANO6",1.26406038047186,"周细胞",0.171300308800196,0.337183825164853,-23.07,"ambiguous/undetermined"
"BEX4",1.15364649198381,"Schwann/肿瘤细胞",3.52114083833374e-06,0.0549805545050586,21.18,"composition-consistent"
"ADI1",1.34625130072938,"成纤维",0.359173805866634,0.0865969182910175,-42.35,"ambiguous/undetermined"
"STX7",1.03811504503161,"巨噬/髓系",8.93236099373189e-06,0.0958542285079517,45.88,"composition-consistent"
"CASP6",1.07589329836238,"内皮",-2.0389490518703e-06,0.412465340902689,-16.73,"ambiguous/undetermined"
"HLA-DQA1",1.87260665980648,"巨噬/髓系",3.35140792274371e-06,0.102183736992097,45.88,"composition-consistent"
"GATM",2.30490561320972,"Schwann/肿瘤细胞",-1.65059378810959e-06,0.272512658515357,21.18,"composition-consistent"
"SIX1",-1.19921127241557,"成纤维",-0.721217394947747,0.0523906896355128,-42.35,"composition-consistent"
"SLU7",1.14783061384889,"成纤维",-0.375368836908969,0.25120537940707,-42.35,"ambiguous/undetermined"
"ADCY8",-1.15467390602082,"Schwann/肿瘤细胞",7.4998700175392e-08,0.89257288619406,21.18,"ambiguous/undetermined"
"ARSJ",-1.04093450830146,"周细胞",0.141074047855645,0.442237483783807,-23.07,"composition-consistent"
"LRRCC1",1.23376672194141,"周细胞",-0.113572188919689,0.599572340385353,-23.07,"ambiguous/undetermined"
"TMEM255A",1.37627166720046,"Schwann/肿瘤细胞",1.11276012991262e-06,0.121466985160468,21.18,"composition-consistent"
"DEPTOR",1.04553106523285,"巨噬/髓系",-3.28737712107479e-07,0.83855392744342,45.88,"composition-consistent"
"KLHL5",1.34912978579491,"巨噬/髓系",5.54475983200552e-06,0.0216907508511127,45.88,"both"
"RNF130",1.08156791474249,"巨噬/髓系",4.90056268679158e-06,0.0724342635270486,45.88,"composition-consistent"
"SEMA6D",1.02180690364303,"Schwann/肿瘤细胞",-7.84640500388284e-07,0.597545128372681,21.18,"composition-consistent"
"POP5",1.14888803148265,"巨噬/髓系",0.897469357763055,0.000304760094228479,45.88,"both"
"TAGLN",-1.38462752545412,"周细胞",-0.603629046502526,0.0331188043628041,-23.07,"both"
"BBS2",1.00538249696222,"Schwann/肿瘤细胞",-2.44342429629711e-06,0.285023359253357,21.18,"composition-consistent"
"CALCOCO2",1.01120901888204,"内皮",-1.95428597816087e-06,0.332664619328515,-16.73,"ambiguous/undetermined"
"SOS2",1.08359068570779,"Schwann/肿瘤细胞",-1.87757951348253e-07,0.0678727318840657,21.18,"composition-consistent"
"CFB",1.18207003104164,"成纤维",-0.113008614177682,0.669467576836075,-42.35,"ambiguous/undetermined"
"ITGAV",1.2152958179337,"Schwann/肿瘤细胞",1.87712195740428e-06,0.386588930162372,21.18,"composition-consistent"
"ATOSA",1.09496961924672,NA,NA,NA,NA,"ambiguous/undetermined"
"SCARA5",-1.14369575147031,"成纤维",-1.77604354876947,0.020363066123861,-42.35,"both"
"PRXL2C",1.28104189330147,"周细胞",-0.0146508924826014,0.78589931428034,-23.07,"ambiguous/undetermined"
"KCNA2",1.22648363824673,"Schwann/肿瘤细胞",-2.0328762709286e-06,0.234975718748971,21.18,"composition-consistent"
"ETAA1",1.36846124459676,"Schwann/肿瘤细胞",1.4653332350472e-05,0.975823052052312,21.18,"composition-consistent"
"GNG12",1.12291875704318,"Schwann/肿瘤细胞",1.12172525926709,0.000495345549703303,21.18,"both"
"BIRC2",1.04277097498921,"Schwann/肿瘤细胞",5.53112754910999e-06,0.818882100140115,21.18,"composition-consistent"
"ITGA2",1.11653304440709,"Schwann/肿瘤细胞",2.09102541469729e-06,0.218834418057112,21.18,"composition-consistent"
"LYRM9",1.38686069182421,"Schwann/肿瘤细胞",-4.33760203654694e-06,0.0391630713945841,21.18,"composition-consistent"
"SLC5A11",-1.02542250764071,"Schwann/肿瘤细胞",1.14247269365965e-07,0.494503108110736,21.18,"ambiguous/undetermined"
"DCTN6",1.10495093093061,"周细胞",0.152208426654877,0.473870954008679,-23.07,"ambiguous/undetermined"
"RDX",1.26339208701619,"内皮",3.77792936593308e-06,0.446395168287997,-16.73,"ambiguous/undetermined"
"YEATS4",1.09202829120895,"巨噬/髓系",1.14887626594362,0.000311582270310704,45.88,"both"
"CD163",1.72787827260293,"巨噬/髓系",1.66742761361424e-07,0.900966180451109,45.88,"composition-consistent"
"CNTNAP3B",-1.24574550035852,"内皮",-6.44958374311605e-07,0.189204358020567,-16.73,"composition-consistent"
"MX2",1.54720509137857,"巨噬/髓系",-0.647888381698715,0.00671553815587987,45.88,"composition-consistent"
"FCHO2",1.08145848972089,"巨噬/髓系",2.42733209571453e-06,0.199061017729729,45.88,"composition-consistent"
"IL18RAP",-1.24673883832074,"T细胞",2.1477716597865e-06,0.156462938929009,15.09,"ambiguous/undetermined"
"MTM1",1.03674050580031,"内皮",-1.63645781616199e-06,0.510787161893159,-16.73,"ambiguous/undetermined"
"EZH1",1.16345119314804,"成纤维",-0.485639457440831,0.185871286602716,-42.35,"ambiguous/undetermined"
"KGD4",1.25448414527448,NA,NA,NA,NA,"ambiguous/undetermined"
"EHF",-1.22265617440323,"巨噬/髓系",-1.54005162293139e-06,0.088743240838574,45.88,"ambiguous/undetermined"
"C3",1.70055461421743,"巨噬/髓系",3.5581363219554,1.26259151333064e-19,45.88,"both"
"BRD10",1.02791378578258,NA,NA,NA,NA,"ambiguous/undetermined"
"GTF2H5",1.03415780899307,"Schwann/肿瘤细胞",2.91836894600568e-06,0.322519256971404,21.18,"composition-consistent"
"ABCA1",1.48782431618428,"成纤维",0.194317855928322,0.522749628887101,-42.35,"ambiguous/undetermined"
"ITFG1",1.18312167086893,"周细胞",0.128672124255222,0.4933547503889,-23.07,"ambiguous/undetermined"
"IPO8",1.11707972051735,"内皮",-4.63737318810828e-06,0.23811655041087,-16.73,"ambiguous/undetermined"
"RND1",-1.82057928780185,"内皮",-2.43913546257459e-06,0.164767025072707,-16.73,"composition-consistent"
"CRABP2",-2.10060485061141,"成纤维",-1.76973372365149,0.000172030755828244,-42.35,"both"
"PDCD4",1.03932514375713,"T细胞",1.16565256465282e-05,0.00765702584690765,15.09,"both"
"RUNX1T1",-1.25127924548111,"成纤维",-0.509782003988639,0.152729307874606,-42.35,"composition-consistent"
"FXYD1",1.45830010525675,"Schwann/肿瘤细胞",5.82489809940973e-07,0.92454419291727,21.18,"composition-consistent"
"ZCCHC17",1.15157376441018,"Schwann/肿瘤细胞",6.38321516212453e-06,0.621029310681594,21.18,"composition-consistent"
"PTGER2",-1.00727518397841,"T细胞",-1.14650000014194e-06,0.625073867006426,15.09,"ambiguous/undetermined"
"CRABP1",-1.78935603601002,"成纤维",-7.19607985136811,9.65873461689112e-08,-42.35,"both"
"DUSP6",1.24862140087587,"内皮",7.14447731695806e-06,0.0066448241487497,-16.73,"cell-intrinsic (candidate)"
"RABGGTB",1.16536238219198,"巨噬/髓系",0.886917610824058,1.29899048665048e-05,45.88,"both"
"RERGL",-1.18804412560756,"周细胞",-2.372783840128,0.00506651608903732,-23.07,"both"
"SRPX2",1.1897379044549,"成纤维",2.5946646708973,8.02868393132466e-05,-42.35,"cell-intrinsic (candidate)"
"FUCA1",1.12843355464071,"巨噬/髓系",-4.28587241059697e-06,0.438696487523347,45.88,"composition-consistent"
"SELPLG",1.30314812662066,"巨噬/髓系",-8.33900856137979e-07,0.719663573827054,45.88,"composition-consistent"
"ARFGEF3",-1.06704625905243,"内皮",-1.80200933112412e-06,0.306732005809506,-16.73,"composition-consistent"
"SKIC3",1.19978747637625,NA,NA,NA,NA,"ambiguous/undetermined"
"ABCB4",1.04483646259059,"Schwann/肿瘤细胞",1.17541162760414e-07,0.921583212066244,21.18,"composition-consistent"
"CIDEC",-1.30684616273477,"成纤维",-0.56576644678093,0.0730416366351242,-42.35,"composition-consistent"
"BOC",-1.02077741960138,"成纤维",-1.63713655149647,0.0173090125125329,-42.35,"both"
"CYFIP1",1.00596205778643,"巨噬/髓系",0.910978717724143,0.000470245637041073,45.88,"both"
"KIF13B",1.12515655257672,"Schwann/肿瘤细胞",3.33036896698159e-06,0.726315180532883,21.18,"composition-consistent"
"FPR2",-1.16877455339399,"巨噬/髓系",-4.0309634754157,1.08702336386872e-06,45.88,"cell-intrinsic (candidate)"
"OTUD1",1.1238113960586,"巨噬/髓系",-1.10830311313304e-06,0.544858501603216,45.88,"composition-consistent"
"IL1R1",-1.55086706856592,"内皮",-2.96840672769072e-06,0.0519061387051385,-16.73,"composition-consistent"
"FYB1",1.38567947454819,"巨噬/髓系",2.24930088912131e-06,0.493181732355494,45.88,"composition-consistent"
"GLB1",1.11419884922513,"巨噬/髓系",6.88792479477558e-06,0.0128780640529059,45.88,"both"
"CPED1",1.1389004736623,"周细胞",-0.932938786163757,0.0288321494510792,-23.07,"ambiguous/undetermined"
"PWWP3B",-1.02957675842482,"成纤维",0.053139638649116,0.514155907243694,-42.35,"composition-consistent"
"B4GALNT1",1.05028264827371,"Schwann/肿瘤细胞",-1.74025014682631e-06,0.334730886621635,21.18,"composition-consistent"
"SLC19A3",-1.03529542067772,"周细胞",-0.198819965900253,0.240371029893635,-23.07,"composition-consistent"
"S100B",1.39667782462606,"Schwann/肿瘤细胞",-2.17718741204148e-07,0.907557258033756,21.18,"composition-consistent"
"CDH20",-1.11889762895991,"Schwann/肿瘤细胞",-1.23900512347289e-07,0.124544646114355,21.18,"ambiguous/undetermined"
"TGFA",1.24178838131149,"Schwann/肿瘤细胞",8.16843355609129e-07,0.54405207936236,21.18,"composition-consistent"
"CHN1",1.00787297558905,"Schwann/肿瘤细胞",1.49923366656456,0.0029925798150107,21.18,"both"
"MRAP2",-1.06595126993215,"周细胞",-2.12648691785052,0.00265647980885146,-23.07,"both"
"CYTH3",1.07229137068389,"周细胞",1.09900924711771,9.63424864255665e-05,-23.07,"cell-intrinsic (candidate)"
"CDO1",-1.51072070107556,"成纤维",-1.00449020823167,0.0407910739952323,-42.35,"both"
"RGS4",-1.50781001796222,"周细胞",0.0358620846260268,0.854976040842677,-23.07,"composition-consistent"
"RAB10",1.28519708996145,"巨噬/髓系",2.4757509706716e-06,0.687614868494133,45.88,"composition-consistent"
"CD1C",-1.26948031244333,"巨噬/髓系",-5.07555587451972,2.05551086738383e-19,45.88,"cell-intrinsic (candidate)"
"ERRFI1",-1.16206369362375,"周细胞",-0.480062822641717,0.0897820414993667,-23.07,"composition-consistent"
"DACT1",-1.21795728670701,"成纤维",-2.13505874339219,2.10614159934276e-05,-42.35,"both"
"SNX2",1.15149700894218,"巨噬/髓系",-3.33283202491395e-06,0.419782239436485,45.88,"composition-consistent"
"OAS3",1.31645209401311,"内皮",-2.66828862658922e-06,0.183733193567872,-16.73,"ambiguous/undetermined"
"NETO1",-1.02537417227834,"成纤维",2.64791402342922,0.00254382472632674,-42.35,"composition-consistent"
"SPART",1.15332915309561,"成纤维",-0.340667338284819,0.1942329504262,-42.35,"ambiguous/undetermined"
"HERC5",1.10580901927988,"内皮",-2.80007627577028e-06,0.120894846146687,-16.73,"ambiguous/undetermined"
"RHBDF2",1.01552015587047,"巨噬/髓系",5.72643513014209e-07,0.459758973344434,45.88,"composition-consistent"
"INSC",1.28895337975945,"Schwann/肿瘤细胞",1.27007326074526e-06,0.164852588642666,21.18,"composition-consistent"
"CLC",-1.33721065248265,"内皮",NA,NA,-16.73,"composition-consistent"
"DOCK2",1.02056451641018,"巨噬/髓系",-2.22770684078843e-07,0.979850055106043,45.88,"composition-consistent"
"GABRE",1.17286254321974,"Schwann/肿瘤细胞",2.77907791432785e-06,0.0045462213122513,21.18,"both"
"AK5",1.29383286460448,"Schwann/肿瘤细胞",-1.75314364481428e-06,0.238423835516511,21.18,"composition-consistent"
"MAP2",1.39655834052429,"周细胞",0.502752889600001,0.0541424927425832,-23.07,"ambiguous/undetermined"
"IKZF2",1.30870720842328,"Schwann/肿瘤细胞",1.25396919778601e-06,0.0534781454890724,21.18,"composition-consistent"
"GNG7",1.07976076611797,"巨噬/髓系",1.6968891546827,9.24493615799779e-07,45.88,"both"
"MEDAG",-1.4136126145451,"成纤维",-0.597103386107282,0.12905299470468,-42.35,"composition-consistent"
"CAPN6",-1.6045346820825,"成纤维",-0.172933872425146,0.416889601550138,-42.35,"composition-consistent"
"EPSTI1",1.27149715302467,"巨噬/髓系",4.49374998367364e-06,0.0456356803093095,45.88,"both"
"OGFRL1",1.26890019130224,"巨噬/髓系",-4.19185847073875e-06,0.164189224239257,45.88,"composition-consistent"
"PCDH18",-1.69053627265767,"成纤维",-0.754784933141783,0.0808143949870179,-42.35,"composition-consistent"
"PTBP2",1.03809171303855,"Schwann/肿瘤细胞",-6.78155184613149e-07,0.824818784085879,21.18,"composition-consistent"
"KATNAL1",1.04260850784657,"Schwann/肿瘤细胞",4.31653681781856e-06,0.0275954876428041,21.18,"both"
"FRYL",1.06012739577024,"内皮",-3.5420225450672e-07,0.910756035635856,-16.73,"ambiguous/undetermined"
"FAM229B",1.34757613064842,"Schwann/肿瘤细胞",2.48296203734493e-06,0.233741450582147,21.18,"composition-consistent"
"WASHC5",1.01066224809946,"巨噬/髓系",4.02661711150031e-06,0.274910294401348,45.88,"composition-consistent"
"SCAPER",1.03004876519815,"内皮",-6.12655029326292e-06,0.0503122415441627,-16.73,"ambiguous/undetermined"
"TM2D2",1.05312256341172,"巨噬/髓系",5.67060214151661e-06,0.0429886397143084,45.88,"both"
"EGF",-1.02004934140941,"成纤维",0.0623261666773574,0.581132061013389,-42.35,"composition-consistent"
"LRRTM4",1.39685791966307,"Schwann/肿瘤细胞",1.00784238599231e-06,0.460452531961157,21.18,"composition-consistent"
"SNX14",1.10613831474942,"巨噬/髓系",1.77442190710872e-07,0.984018279837603,45.88,"composition-consistent"
"CCL7",-1.13101573534695,"巨噬/髓系",4.7300021484905e-07,0.0453627870590855,45.88,"ambiguous/undetermined"
"RMDN1",1.32656951099306,"Schwann/肿瘤细胞",8.10130226907764e-06,0.160576022368644,21.18,"composition-consistent"
"EPHA5",1.15698635826368,"Schwann/肿瘤细胞",1.99377748048264e-06,0.0506392452377272,21.18,"composition-consistent"
"SLAIN1",-1.42085491583269,"T细胞",-1.75449389531246e-06,0.356352577527256,15.09,"ambiguous/undetermined"
"KIF21A",1.29780214132228,"T细胞",9.79029885903048e-07,0.685822509405232,15.09,"composition-consistent"
"ACTN2",-1.07241660524595,"周细胞",-0.176105160517859,0.175570895950944,-23.07,"composition-consistent"
"IDO1",1.85700504394988,"Schwann/肿瘤细胞",1.38691596912691e-06,0.0187862883147702,21.18,"both"
"EEA1",1.39353749129761,"周细胞",-0.0323926178232062,0.857960408727688,-23.07,"ambiguous/undetermined"
"NRIP2",1.28610267998921,"周细胞",-0.0738895453964834,0.73152762540267,-23.07,"ambiguous/undetermined"
"TRDN",-1.00319663237008,"成纤维",-3.66627773813573,0.000385885193295368,-42.35,"both"
"PYROXD1",1.0624547768512,"T细胞",7.53661826149498e-07,0.824864540427436,15.09,"composition-consistent"
"SORBS2",1.01209645969391,"周细胞",-1.82368716148526,0.00304024469677739,-23.07,"ambiguous/undetermined"
"SLC7A7",1.27345006697302,"巨噬/髓系",-9.70244490672089e-06,0.623462789675778,45.88,"composition-consistent"
"IRF8",1.31284054698535,"巨噬/髓系",2.4772977982578e-06,0.334461502226102,45.88,"composition-consistent"
"FREM1",-1.16920084001927,"周细胞",-0.310735391485065,0.0829729664792515,-23.07,"composition-consistent"
"MOG",-1.35287014851272,"Schwann/肿瘤细胞",5.03708267026169e-07,0.806969315322615,21.18,"ambiguous/undetermined"
"ADAMTS8",1.0180570331704,"周细胞",-3.02920815177157,0.000158631202700908,-23.07,"ambiguous/undetermined"
"PKP2",1.22340839676793,"成纤维",0.281583414790095,0.271677559225377,-42.35,"ambiguous/undetermined"
"PAK2",1.05970458973863,"内皮",-3.53169317767882e-06,0.532156723873501,-16.73,"ambiguous/undetermined"
"PRKAR2B",-1.01151024851349,"成纤维",-0.537831585208987,0.150120193678422,-42.35,"composition-consistent"
"MAN2A1",1.12114035398458,"巨噬/髓系",3.31799466708799e-06,0.0396474151884071,45.88,"both"
"RAD50",1.00577294316962,"成纤维",-0.114905803299572,0.673993891080886,-42.35,"ambiguous/undetermined"
"ADIPOQ",-1.90609234238319,"成纤维",-0.11323852926868,0.698927666525333,-42.35,"composition-consistent"
"SAA1",-1.59738004126754,"成纤维",0.273787284978985,0.0266112931363092,-42.35,"composition-consistent"
"ROBO1",-1.10768022769005,"成纤维",0.168054830268514,0.526755867958975,-42.35,"composition-consistent"
"PLAAT3",1.03754934228605,"Schwann/肿瘤细胞",-2.77967811358324e-07,0.457061669018812,21.18,"composition-consistent"
"AKTIP",1.04208795464688,"周细胞",-0.235373013130003,0.302525983884484,-23.07,"ambiguous/undetermined"
"KIFBP",1.00122977351735,NA,NA,NA,NA,"ambiguous/undetermined"
"TNR",-1.25878453309637,"Schwann/肿瘤细胞",-1.28536265020774e-06,1,21.18,"ambiguous/undetermined"
"RFTN2",1.38277049298458,"Schwann/肿瘤细胞",3.44191589141655e-08,0.992511472673765,21.18,"composition-consistent"
"MTR",1.00113685482036,"周细胞",-0.453141775460925,0.0717815536328029,-23.07,"ambiguous/undetermined"
"ODR4",1.04876583029684,"内皮",-5.46029689540854e-06,0.0828551868465595,-16.73,"ambiguous/undetermined"
"STMN4",-1.18498570722976,"Schwann/肿瘤细胞",1.29436873088866e-07,0.897867886664802,21.18,"ambiguous/undetermined"
"CHRM5",-1.01264129518813,"Schwann/肿瘤细胞",-1.33727111505051e-08,0.244781817053882,21.18,"ambiguous/undetermined"
"STMN2",-1.77237767367309,"成纤维",-4.13238758442103,0.00226888900513777,-42.35,"both"
"EVI2A",1.37829397553894,"巨噬/髓系",-7.1257979331316e-07,0.766804819152324,45.88,"composition-consistent"
"TENT5C",-1.18131517492829,"T细胞",-1.54878795648628e-06,0.45738042002716,15.09,"ambiguous/undetermined"
"MSC",-1.07657014379722,"成纤维",0.564151121182068,0.106865125634944,-42.35,"composition-consistent"
"LAMA2",1.43004438587433,"成纤维",0.766728192821725,0.0275698415124322,-42.35,"cell-intrinsic (candidate)"
"IL33",-1.35600489852814,"内皮",-2.78251660206706e-06,0.0376072555489823,-16.73,"both"
"ACTN1",-1.0090658743377,"周细胞",-0.234445157131092,0.313715640115327,-23.07,"composition-consistent"
"ANOS1",1.22101392365922,"巨噬/髓系",5.36738701380866,3.30223389394988e-05,45.88,"both"
"C11orf24",1.09701892223362,"Schwann/肿瘤细胞",9.6670241440221e-07,0.557156483649075,21.18,"composition-consistent"
"MYBL1",1.23784671157826,"T细胞",1.59999842842122e-06,0.0749027434328165,15.09,"composition-consistent"
"LHFPL3",-1.0092340911488,"Schwann/肿瘤细胞",NA,NA,21.18,"ambiguous/undetermined"
"FCGR2B",1.10607289595836,"巨噬/髓系",-2.88677743406633e-07,0.87654101449494,45.88,"composition-consistent"
"CDK6",1.01124148257132,"T细胞",3.57999353033195e-06,0.23784166107874,15.09,"composition-consistent"
"CXCL8",-1.82912489214264,"巨噬/髓系",-4.29701159293918e-08,0.948855815592194,45.88,"ambiguous/undetermined"
"NLGN3",1.31226730112876,"Schwann/肿瘤细胞",7.94546197042003e-07,0.521174083780674,21.18,"composition-consistent"
"TNNC1",-1.39800907623361,"成纤维",-4.08436739587962,1.00690340946119e-05,-42.35,"both"
"RBMS3",1.06673522553046,"成纤维",-0.305109444716724,0.357755307240959,-42.35,"ambiguous/undetermined"
"PER3",1.01815099065536,"成纤维",-1.3329051071808,0.0161388966724338,-42.35,"ambiguous/undetermined"
"SYK",1.12102832346184,"巨噬/髓系",-3.15248532815913e-06,0.432642895520339,45.88,"composition-consistent"
"PLEKHA4",1.17994994608635,"Schwann/肿瘤细胞",4.47424420541068e-06,0.0966935328455816,21.18,"composition-consistent"
"LRRC17",-1.33045357298149,"成纤维",-0.607404670968248,0.12232702437587,-42.35,"composition-consistent"
"HLA-DRB3",1.41107325580108,NA,NA,NA,NA,"ambiguous/undetermined"
"TNFRSF19",1.12803437470933,"成纤维",3.51399424199348,0.000137134384664451,-42.35,"cell-intrinsic (candidate)"
"PPP1R1C",1.53016435734002,"Schwann/肿瘤细胞",-1.59477989940414e-06,0.300398935688047,21.18,"composition-consistent"
"ADAM22",-1.10646489717425,"成纤维",-0.102998101768671,0.720892412639967,-42.35,"composition-consistent"
"ETV5",1.04662820053046,"巨噬/髓系",8.22498792102955e-07,0.72867678420572,45.88,"composition-consistent"
"THBS3",1.2587280755744,"成纤维",0.136930955540353,0.65521441021737,-42.35,"ambiguous/undetermined"
"ARMC10",1.07080979778952,"周细胞",-0.089432529371921,0.592395676681634,-23.07,"ambiguous/undetermined"
"KCNK1",1.41966869862375,"Schwann/肿瘤细胞",1.33852342804916e-07,0.873640867706112,21.18,"composition-consistent"
"SELENOI",1.11266681928836,"Schwann/肿瘤细胞",2.98645371648255e-07,0.864984256914242,21.18,"composition-consistent"
"HTR1D",-1.09345468270547,"成纤维",-0.0991319853453857,0.727058759206767,-42.35,"composition-consistent"
"TRPM7",1.00220303561912,"成纤维",-0.0408783787713675,0.868777256028547,-42.35,"ambiguous/undetermined"
"BBS5",1.09636702752429,"成纤维",-0.243142073111815,0.443370368952445,-42.35,"ambiguous/undetermined"
"MAN2A2",1.04270351368543,"Schwann/肿瘤细胞",-4.11553260910285e-06,0.160787063972311,21.18,"composition-consistent"
"LYVE1",-1.5025248006091,"周细胞",-0.256881098479308,0.232081397417121,-23.07,"composition-consistent"
"BST2",1.56854894649268,"内皮",-3.78696059953119e-07,0.796518415037005,-16.73,"ambiguous/undetermined"
"CLCN3",1.06430403794526,"Schwann/肿瘤细胞",-9.29706001883038e-06,0.669613609305753,21.18,"composition-consistent"
"SYNPO2",-1.3861009854441,"周细胞",-0.759522920843762,0.036547857444029,-23.07,"both"
"SORL1",1.34276674302545,"巨噬/髓系",1.00847207922233,0.00159354889889424,45.88,"both"
"KCNK2",-1.2619748103855,"成纤维",0.101906922117865,0.482162497451599,-42.35,"composition-consistent"
"ST14",1.63786174433616,"巨噬/髓系",1.20147030750617e-06,0.365457884574577,45.88,"composition-consistent"
"AQP1",-1.39810428661912,"内皮",-6.35189407993614e-06,0.00159433676113089,-16.73,"both"
"FAM177A1",1.14108539831612,"T细胞",3.69674191241416e-07,0.829648690635284,15.09,"composition-consistent"
"ADGRL3",1.84647147715497,"Schwann/肿瘤细胞",7.81637767359902e-07,0.473185199234475,21.18,"composition-consistent"
"OSGIN2",1.06669600954665,"Schwann/肿瘤细胞",1.19657337556914e-05,0.79236293331431,21.18,"composition-consistent"
"RIMOC1",1.07190713618042,NA,NA,NA,NA,"ambiguous/undetermined"
"DNER",-1.2721482792313,"Schwann/肿瘤细胞",2.55184695155672e-07,0.158700668190462,21.18,"ambiguous/undetermined"
"ATP1A2",1.44311843784349,"周细胞",0.133442424269291,0.459334124059355,-23.07,"ambiguous/undetermined"
"MBOAT2",1.13220362338242,"Schwann/肿瘤细胞",-2.52850820368503e-06,0.245455893572318,21.18,"composition-consistent"
"PIRT",-1.32401269464225,"成纤维",NA,NA,-42.35,"composition-consistent"
"CHRNA6",1.36919379459445,"巨噬/髓系",3.22517073600573,0.00258642256024888,45.88,"both"
"PARVG",1.33262523331072,"巨噬/髓系",7.17143078905973e-06,0.0484715298360115,45.88,"both"
"ENTREP1",-1.11594233948728,NA,NA,NA,NA,"ambiguous/undetermined"
"MS4A4A",1.62236176771935,"巨噬/髓系",-4.4256212421171e-05,0.687857382842407,45.88,"composition-consistent"
"APOE",1.41148354252429,"巨噬/髓系",5.02330280810824,1.40482748217045e-11,45.88,"both"
"ST8SIA4",1.03954641407633,"巨噬/髓系",-5.94768714038041e-06,0.339693698831788,45.88,"composition-consistent"
"PCMT1",1.08140824621434,"Schwann/肿瘤细胞",1.47131638410874e-06,0.0682219672568243,21.18,"composition-consistent"
"KITLG",-1.00424890935929,"内皮",-3.12693402519407e-06,0.284788795212883,-16.73,"composition-consistent"
"PDE5A",1.67399662683192,"周细胞",-0.653527486601466,0.019063844644484,-23.07,"ambiguous/undetermined"
"FGF5",-1.02872999236623,"Schwann/肿瘤细胞",2.26785253286378e-07,0.471273190309482,21.18,"ambiguous/undetermined"
"MRPS18C",1.22791687612876,"周细胞",0.0654925215008434,0.763175082309518,-23.07,"ambiguous/undetermined"
"OXR1",1.0696488590532,"内皮",-5.71239351236952e-06,0.142429297004061,-16.73,"ambiguous/undetermined"
"RAI14",1.10390412362838,"内皮",4.20915240192301e-06,0.0128289309588613,-16.73,"cell-intrinsic (candidate)"
"LARP7",1.11167978770085,"周细胞",-0.187262178520192,0.225991934088663,-23.07,"ambiguous/undetermined"
"S100A3",-1.10950537944718,"周细胞",1.34266411540629,0.00409528257741317,-23.07,"composition-consistent"
"FCER1G",1.4475958172606,"巨噬/髓系",1.35782892044914e-06,0.670342430936748,45.88,"composition-consistent"
"CYP4Z1",-1.17438729903392,"成纤维",-0.209079038185671,0.373689333621226,-42.35,"composition-consistent"
"RO60",1.11804209144719,"成纤维",-0.013903619754943,0.874735841769076,-42.35,"ambiguous/undetermined"
"VPS35",1.00099567329453,"巨噬/髓系",8.39428136228439e-06,0.194625708223943,45.88,"composition-consistent"
"ADIRF",-1.56438282741172,"周细胞",-1.68246563360159,8.52222727263857e-05,-23.07,"both"
"LAPTM5",1.43517923552506,"巨噬/髓系",5.19641944748109e-06,0.0474568454887068,45.88,"both"
"SPOCK3",-1.06668464311565,"Schwann/肿瘤细胞",2.06911106524366e-07,0.350691238207327,21.18,"ambiguous/undetermined"
"BHLHE41",1.11481090961141,"巨噬/髓系",2.51739609546059,1.34290895237608e-06,45.88,"both"
"ZBTB20",1.39218665702776,"成纤维",-0.293006449404774,0.374614951510984,-42.35,"ambiguous/undetermined"
"ARHGDIB",1.04411314392753,"T细胞",3.0423264249974e-06,0.427651326870168,15.09,"composition-consistent"
