gene,module,direction,kME,GS,logFC,adj.P.Val,is_hub
RABGGTB,turquoise,up,0.862184662931381,0.687404953294354,1.16536238219198,7.58465369444644e-06,TRUE
SUCLG2,turquoise,up,0.862090523582415,0.7144797383186,1.24644320774788,2.51143258241926e-06,TRUE
NMI,turquoise,up,0.861785482117289,0.819677965125288,1.50173308843254,4.14847726795227e-09,TRUE
TMEM17,turquoise,up,0.861745830462076,0.71227796761228,0.787122212301467,3.55720956626479e-06,FALSE
ZNF143,turquoise,up,0.861739313841552,0.453256074877895,0.427634566164998,0.00698056681707374,FALSE
JRKL,turquoise,up,0.861648961638603,0.557584805628911,0.502480560415576,0.000716380796391746,FALSE
BTD,turquoise,up,0.861567337568323,0.677809283481881,0.829536100235934,1.55475177200145e-05,FALSE
NCAM2,turquoise,up,0.861417883790959,0.923007672612861,2.76006595202236,1.81286785251534e-14,TRUE
KAT2B,turquoise,up,0.861345465967909,0.805109162802182,1.4459923175798,1.45531721755396e-08,TRUE
CDK17,turquoise,up,0.861340522262722,0.493922108143715,0.631170141390135,0.00264201887680965,FALSE
SLC16A4,turquoise,up,0.861275494044446,0.860829822212308,1.96911780117194,9.33894434098873e-11,TRUE
ZNF805,turquoise,up,0.860864856366968,0.462030075837895,0.533478722401697,0.00528851617949484,FALSE
IFT88,turquoise,up,0.860677633114122,0.479719069328625,0.50238566954279,0.00381011034423621,FALSE
KIF1B,turquoise,up,0.860472515475395,0.479561450943243,0.471234146679263,0.00436220802469438,FALSE
TAPT1,turquoise,up,0.860414426071564,0.636235133244766,0.715779613782578,6.94940636608038e-05,FALSE
CEPT1,turquoise,up,0.86037854148733,0.679817236406636,0.924897487040865,1.25592800769608e-05,FALSE
PRPF40A,turquoise,up,0.86009085396999,0.594887996370728,0.904107449492678,0.000213055093094755,FALSE
CNNM3,turquoise,up,0.860084888573829,0.657320077268618,0.618194621590595,4.35808056915386e-05,FALSE
MRPL35,turquoise,up,0.859795532082961,0.601934047068552,0.92802013221357,0.000163728180649641,FALSE
DNM3,turquoise,up,0.859685822771074,0.680866146853965,0.977204413117195,1.092505828861e-05,FALSE
RASSF4,turquoise,up,0.859537799147317,0.90860241207657,2.73019276535235,1.82112704304946e-13,TRUE
KLHDC1,turquoise,up,0.859437135818711,0.588012307875969,0.993992932822672,0.000229526729015768,FALSE
ICE2,turquoise,up,0.859188525044285,0.567269813144332,0.628800839639941,0.000489290955135186,FALSE
TRAF3IP1,turquoise,up,0.859168493679653,0.54904324853769,0.488935500619893,0.000918523607897981,FALSE
TSC2,turquoise,up,0.859075628916598,0.560007177324501,0.51432248522822,0.000784060839524634,FALSE
TBC1D13,turquoise,up,0.859030858755401,0.580432350426523,0.570172178729377,0.000409621427609078,FALSE
MET,turquoise,up,0.859027781741631,0.8781913339114,2.20364965756052,1.21265381570301e-11,TRUE
RBM41,turquoise,up,0.858840025844773,0.789025290024774,0.903438461302239,5.8743189492665e-08,FALSE
CCDC112,turquoise,up,0.85883368990575,0.806675214288589,0.835348688543564,2.497424477188e-08,FALSE
SYPL1,turquoise,up,0.858801476062239,0.436956124743331,0.423673280614496,0.0097710481382638,FALSE
IMPA1,turquoise,up,0.858613233323636,0.511133139785351,0.531174771923673,0.00198378687319842,FALSE
MAP3K12,turquoise,up,0.858601409849941,0.639741564197893,0.769262803875868,5.78320237992711e-05,FALSE
CARF,turquoise,up,0.858187120677981,0.524757513470394,0.605198567912877,0.00134733610374988,FALSE
KPNA5,turquoise,up,0.857938506140734,0.500409817105049,0.601496730127989,0.00232570244350064,FALSE
GTF2H3,turquoise,up,0.857854636515868,0.630291555761923,0.798699739810333,7.18428254776609e-05,FALSE
PTPRS,turquoise,up,0.857792688117172,0.687546281511591,0.874139360183506,1.09869187275824e-05,FALSE
APH1B,turquoise,up,0.857521148789783,0.783629307370015,1.29160759741558,6.25141687281795e-08,TRUE
SCYL3,turquoise,up,0.857435563902448,0.543159099265314,0.477436179505784,0.00102694222199429,FALSE
GTF2H5,turquoise,up,0.857368659410876,0.694880926395396,1.03415780899307,6.83114698328135e-06,TRUE
PPP4R1,turquoise,up,0.85724762374424,0.663877544542361,0.787202868189672,2.85842111542743e-05,FALSE
BBS7,turquoise,up,0.857154849061838,0.598408708141984,0.639579601569008,0.000210939089283551,FALSE
ALG6,turquoise,up,0.857114347111244,0.587131977556858,0.758324104165769,0.000256313421750167,FALSE
IPO9,turquoise,up,0.856995848065328,0.542409508284321,0.738546851733231,0.000883382581642823,FALSE
MAP3K2,turquoise,up,0.856921632166204,0.624030309032734,0.88422808166307,8.41504587976467e-05,FALSE
SULT1C4,turquoise,up,0.856473796377948,0.648484670972826,0.902051096013878,3.60740051278806e-05,FALSE
KYAT3,turquoise,up,0.856211120830849,0.714135443799072,1.03651657175251,2.93498158608712e-06,TRUE
RFX7,turquoise,up,0.856098275765005,0.582110004757623,0.588996784766387,0.000340867643786768,FALSE
CNP,turquoise,up,0.855876329701195,0.725002803292041,1.1669679896916,1.65781283505455e-06,TRUE
TTLL7,turquoise,up,0.855811572511301,0.67910045282072,0.966476794525061,1.13919076808191e-05,FALSE
NME6,turquoise,up,0.855774872982619,0.531716466205248,0.519367888935236,0.00124497405509773,FALSE
NVL,turquoise,up,0.855716747767058,0.642001684724731,0.625582574665384,5.9508477131925e-05,FALSE
PRXL2C,turquoise,up,0.855705907320573,0.694638606703955,1.28104189330147,5.56420494571017e-06,TRUE
SMC3,turquoise,up,0.855513191464467,0.574782786638918,0.766804661451044,0.000398355307995416,FALSE
MLH3,turquoise,up,0.855456799001673,0.568180319734101,0.591001562834234,0.000487766123042234,FALSE
UGGT2,turquoise,up,0.855439351130705,0.492260311430656,0.540486487177332,0.00288633824606866,FALSE
XRN1,turquoise,up,0.855411290725155,0.553373288797073,0.60799295822051,0.00075820857774822,FALSE
PIGQ,turquoise,up,0.85534717143406,0.655496663418716,0.624818828866614,4.27283944522532e-05,FALSE
VEZT,turquoise,up,0.855329650084431,0.524944543811009,0.752295635471089,0.00129129743950779,FALSE
CLOCK,turquoise,up,0.855159194902847,0.402768951938059,0.470412916336163,0.0164048826188136,FALSE
ASPA,turquoise,up,0.855154634310864,0.822730218925953,2.24013753268928,2.37693418244537e-09,TRUE
TIGD7,turquoise,up,0.855128467783661,0.475535303220126,0.494706187869701,0.00413490878980526,FALSE
B3GAT3,turquoise,up,0.854984995109986,0.570022431451193,0.705026662664611,0.000448602427391418,FALSE
LOC653653,turquoise,up,0.85490456918208,0.886414086003267,2.51315545809792,3.82170288635214e-12,TRUE
DIP2A,turquoise,up,0.854826455385836,0.59756681874199,0.485110446723981,0.000308846464209457,FALSE
POLR1B,turquoise,up,0.854743111389652,0.549818052805591,0.582974301026216,0.000766442439654312,FALSE
PCID2,turquoise,up,0.854666821191372,0.7392528363225,1.31748298700694,6.87268630457818e-07,TRUE
IPO11,turquoise,up,0.854535978656818,0.486453664607458,0.49051518135698,0.00334656441228141,FALSE
SPATA13,turquoise,up,0.854445224168132,0.854686087163602,1.82196172314495,1.90467555451842e-10,TRUE
ZNF326,turquoise,up,0.854352085050909,0.443665495649244,0.562740721025446,0.00752260942109385,FALSE
IFT46,turquoise,up,0.854215278532306,0.542219061340784,0.793008995183502,0.000866914400805415,FALSE
RPAP3,turquoise,up,0.854209608340841,0.592262060548722,0.900820873164997,0.000208982004359484,FALSE
RAB4A,turquoise,up,0.854153399930851,0.492694650016871,0.701447547822669,0.0026916348147008,FALSE
EP300,turquoise,up,0.853962269367225,0.547383452089022,0.574539472927528,0.000946470394314892,FALSE
ZRSR2,turquoise,up,0.853799123993302,0.842912146282364,1.2751885772714,9.99249817510734e-10,TRUE
CUL2,turquoise,up,0.853746995262967,0.541501552667059,0.797615116042405,0.000856230260375564,FALSE
THOC2,turquoise,up,0.853200665431533,0.480447621892885,0.695547372834234,0.00352178874704162,FALSE
HTATSF1,turquoise,up,0.85299079265223,0.418022060636197,0.530739588437937,0.0126250453575371,FALSE
ZNF43,turquoise,up,0.852858735412783,0.613909845520464,0.750369603878183,0.000123853478192943,FALSE
PNPLA6,turquoise,up,0.852796231451971,0.614573118930123,0.669935975414806,0.000149212523160475,FALSE
MGAT4B,turquoise,up,0.852743052565183,0.80569707304692,0.930356163103317,3.04093493275756e-08,FALSE
SLC35A3,turquoise,up,0.852674773398204,0.608813966992688,0.476236848639169,0.000210386928423843,FALSE
KDM3A,turquoise,up,0.852593770956567,0.784664115927864,1.23064464492444,6.25141687281795e-08,TRUE
CSNK1G3,turquoise,up,0.852548175630898,0.715596494647229,1.21052558888281,2.29393084585274e-06,TRUE
CDK12,turquoise,up,0.852484927363938,0.434914419920024,0.402770370912881,0.0105534932931278,FALSE
ZNF347,turquoise,up,0.852077471164079,0.872342131069062,2.20932388272167,2.04660802257462e-11,TRUE
EHBP1,turquoise,up,0.8518632278699,0.920628186585694,2.05839585952969,3.59580682001826e-14,TRUE
PACS2,turquoise,up,0.851800623146415,0.588019640177256,0.842031478408636,0.000265209614749839,FALSE
KIF16B,turquoise,up,0.851770527747357,0.849870082009455,1.44174218569314,4.25912162447244e-10,TRUE
PDCD4,turquoise,up,0.851641434371095,0.691833071757469,1.03932514375713,7.11485570837607e-06,TRUE
TXNL4B,turquoise,up,0.851582875962004,0.660908260012485,0.979948703909795,2.47975587206702e-05,FALSE
FKTN,turquoise,up,0.851399976004909,0.613517307841406,0.56376719543485,0.00015462636844669,FALSE
ARHGEF10,turquoise,up,0.851279988128311,0.82256513697224,1.23837331625752,4.64585715268115e-09,TRUE
UBE2V1,turquoise,up,0.851266654032296,0.529547332051624,0.440540633089439,0.00166061500629647,FALSE
KPNA6,turquoise,up,0.851262458790512,0.42826310730252,0.427310679133388,0.0113873674722268,FALSE
NFYB,turquoise,up,0.851242550286912,0.457588521276364,0.453613316949884,0.00612894368034913,FALSE
MAP1B,turquoise,up,0.851195611855964,0.652993583450157,0.996557217340023,3.05454642857609e-05,FALSE
ZNF470,turquoise,up,0.851067683782028,0.665005853975258,0.764843069215881,2.32485849330785e-05,FALSE
UBLCP1,turquoise,up,0.850888962527893,0.642049327967388,1.05481811068389,4.27256544906569e-05,TRUE
SP2,turquoise,up,0.850764711846744,0.537757041643068,0.510322382202779,0.00116058078280716,FALSE
MID1,turquoise,up,0.850696429138463,0.824730628965699,1.85780204931535,2.57082820493483e-09,TRUE
SMURF1,turquoise,up,0.850588893615511,0.44215008891234,0.45988477289823,0.00874878945703273,FALSE
PNPT1,turquoise,up,0.85043167352673,0.556610585202758,0.760256695259833,0.000583911792920294,FALSE
ETAA1,turquoise,up,0.850414518598764,0.692369944696163,1.36846124459676,5.59308837104597e-06,TRUE
DLG1,turquoise,up,0.850336511386545,0.481347159493062,0.703689331564382,0.00347770563293512,FALSE
FASTKD2,turquoise,up,0.849441781350257,0.447469158557014,0.568928732263687,0.00687863697858922,FALSE
FERMT2,turquoise,up,0.849011375426971,0.530004369370132,0.720805325086355,0.00121970838514266,FALSE
DPP9,turquoise,up,0.848991352543958,0.578125678706445,0.673488449190442,0.000364390833608137,FALSE
DTWD2,turquoise,up,0.848828072553645,0.655019070497066,0.781804959705475,3.17420909225924e-05,FALSE
CSGALNACT2,turquoise,up,0.848688713267442,0.678239779638168,0.754138145924443,1.83354522371667e-05,FALSE
SELENOI,turquoise,up,0.848570353960701,0.652767776441653,1.11266681928836,2.86485184230822e-05,TRUE
CCND2,turquoise,up,0.848552192665827,0.844317750537831,1.75862173235853,4.7184090872231e-10,TRUE
PPM1K,turquoise,up,0.848518834927956,0.837065130922064,1.77290238564148,8.21297806980155e-10,TRUE
DNAL1,turquoise,up,0.848375847373574,0.465726055311312,0.583354415250578,0.00481958177924653,FALSE
ALS2,turquoise,up,0.848345105263739,0.771814816961665,0.938999940126446,1.75257849176142e-07,FALSE
MTFMT,turquoise,up,0.848195797162928,0.644024733932023,0.704648622063997,5.58642967070948e-05,FALSE
MAP1A,turquoise,up,0.848116194012333,0.64079359296688,0.957004945465691,5.04295222860883e-05,FALSE
CAT,turquoise,up,0.847832423857708,0.793339730110454,1.17490771481958,4.22590374428388e-08,TRUE
CPT1A,turquoise,up,0.847730264865422,0.738176196468775,1.00007269215575,1.04595554430675e-06,TRUE
EFL1P1,turquoise,up,0.847110106425762,0.643085786781484,0.984152299741715,4.33542667897278e-05,FALSE
PAAF1,turquoise,up,0.846603072029166,0.747560950473127,0.834915586965309,9.09741316706692e-07,FALSE
DTWD1,turquoise,up,0.846544711415994,0.514552299827883,0.665586013535855,0.00164498273372025,FALSE
AZIN1,turquoise,up,0.846351088566814,0.687825797798253,0.997927321343102,9.26871767475167e-06,FALSE
ABCA2,turquoise,up,0.846288741856474,0.586297072198753,1.19151890290825,0.000240384513466825,TRUE
CYP4V2,turquoise,up,0.846220653272775,0.735077922008479,1.06598498539553,1.05882315458112e-06,TRUE
UFM1,turquoise,up,0.846082757497991,0.477868271896523,0.586907202327682,0.0039654094489923,FALSE
GNPAT,turquoise,up,0.845947605172923,0.628496165988684,0.94430836296762,7.37475658911974e-05,FALSE
WASHC3,turquoise,up,0.845678306887574,0.705917846909691,1.2324652458936,3.75266779529535e-06,TRUE
MRPS28,turquoise,up,0.845651718740437,0.636617382045677,1.26655990842483,5.05224884738221e-05,TRUE
MTCL3,turquoise,up,0.845385804758317,0.821687076429747,1.86776741613724,2.89946027903062e-09,TRUE
PDGFA,turquoise,up,0.845325222505218,0.731423295910676,1.14722131983809,1.23360353627979e-06,TRUE
ANKRA2,turquoise,up,0.845073632385511,0.560261921302137,0.637960697918275,0.000569471829205522,FALSE
ZNF131,turquoise,up,0.844934275175432,0.407611959144095,0.603908991815731,0.014262470264623,FALSE
CEP162,turquoise,up,0.844849368874329,0.630563744715664,0.622717230932924,8.59934575647721e-05,FALSE
INPP5F,turquoise,up,0.844842174692762,0.650550122024644,0.934110128633003,3.53153704180415e-05,FALSE
ALKBH1,turquoise,up,0.844638022310601,0.562377926085934,0.553334333696223,0.00059554962331904,FALSE
SLC35C1,turquoise,up,0.844433086437272,0.618543961469138,0.704043030194296,0.000120949688816243,FALSE
TTC14,turquoise,up,0.844174969703959,0.382717913884351,0.451079639623747,0.0231052690082725,FALSE
ZNF649,turquoise,up,0.844085693575597,0.679544902141812,0.972184728851967,1.19794913952335e-05,FALSE
ZNF844,turquoise,up,0.843905776017792,0.688995962683101,0.918864535015423,7.99198427591727e-06,FALSE
DAG1,turquoise,up,0.843681474447238,0.839550232706325,1.35907270053354,1.13495371200113e-09,TRUE
CAB39L,turquoise,up,0.843436353540884,0.829956865973821,2.57722229259522,1.29655113591144e-09,TRUE
LARP4,turquoise,up,0.843327239529381,0.622695695145734,0.813116974736316,0.000101995931346356,FALSE
DNAJA2,turquoise,up,0.843316167064822,0.533463385677756,0.726043363760216,0.00111812480425539,FALSE
PLXNB2,turquoise,up,0.843196356806609,0.749503396432306,1.05119451122976,5.77074641431224e-07,TRUE
MIER3,turquoise,up,0.843182332289,0.457307574127274,0.532418566882039,0.00583061592421395,FALSE
TIMM9,turquoise,up,0.842738006510178,0.509793299187267,0.617959927611413,0.00193261182508775,FALSE
COPS4,turquoise,up,0.842194920254907,0.51059043526771,0.827463597172709,0.00170143751817893,FALSE
TMEM168,turquoise,up,0.841843982654445,0.429562810014058,0.435790676764845,0.0106948455242125,FALSE
SSH1,turquoise,up,0.841703411193869,0.733435999289424,0.758595321284504,1.73067221745062e-06,FALSE
WARS2,turquoise,up,0.841562142137802,0.483236837995193,0.514020866462606,0.00354987220471324,FALSE
UCKL1,turquoise,up,0.841541271979268,0.515457039929997,0.40892317690748,0.00222993369662571,FALSE
CNTLN,turquoise,up,0.84152938130229,0.508762649063389,0.67971131896145,0.00184463373468796,FALSE
ZNF776,turquoise,up,0.841297290715028,0.622601432236591,0.624472392983809,0.000107348841727257,FALSE
TMEM67,turquoise,up,0.841129918182142,0.623416738596503,0.745276908696995,9.19923182141476e-05,FALSE
MRPS18C,turquoise,up,0.840985138743943,0.645181415741575,1.22791687612876,3.64508411730401e-05,TRUE
BDH2,turquoise,up,0.840671414308766,0.533943897457729,0.434332073282191,0.00135405728039102,FALSE
FAM76A,turquoise,up,0.840522992430126,0.747224740589209,0.846388626341558,6.72332399658016e-07,FALSE
ARB2A,turquoise,up,0.839976080438569,0.528085836392974,0.821415802009256,0.00117291438886108,FALSE
CLK4,turquoise,up,0.839941785270858,0.558583151712325,0.867645883177333,0.000525328965005185,FALSE
ZNF397,turquoise,up,0.839843928978476,0.711602243074516,0.652886503806478,4.88980534771633e-06,FALSE
VPS54,turquoise,up,0.839545398272557,0.555017729274378,0.509626857200464,0.000741590531189117,FALSE
ACAT1,turquoise,up,0.839519508073931,0.748390123205584,0.995535171258292,5.57760524739151e-07,FALSE
ZFHX3,turquoise,up,0.839465177371093,0.729050325620213,0.729427242267541,2.67684009937616e-06,FALSE
THRA,turquoise,up,0.839206391590697,0.512528062653141,0.621272904370088,0.00194108457843202,FALSE
TBC1D19,turquoise,up,0.838887477692329,0.667082040653652,0.788515422755594,2.06282463234432e-05,FALSE
COX19,turquoise,up,0.838824142953335,0.569916717965678,0.582842111468773,0.000470727582175429,FALSE
PPIP5K2,turquoise,up,0.838807893852293,0.400079526808329,0.478920903867387,0.0170073254327652,FALSE
ADIPOR2,turquoise,up,0.838667126315659,0.677507663754934,0.831936183733236,1.68178446307102e-05,FALSE
ALKBH8,turquoise,up,0.838490985500257,0.667274800091918,0.606156338544334,2.72722518780224e-05,FALSE
SPATA7,turquoise,up,0.838417961911788,0.616645321261374,0.611915264206631,0.000129755881348512,FALSE
TMOD2,turquoise,up,0.838337027321038,0.841858293057338,2.47403164725444,4.7184090872231e-10,TRUE
NBEA,turquoise,up,0.837629223429912,0.616182569415722,0.892351581292216,0.000103564000797848,FALSE
PAXIP1,turquoise,up,0.837530508752476,0.494440079242075,0.44893815438165,0.00300339256387811,FALSE
ENO2,turquoise,up,0.837476622154568,0.778748698438244,1.02785871532922,1.22843593726368e-07,TRUE
CDH6,turquoise,up,0.837428865083851,0.768268656034641,1.39413428462992,1.46420750136543e-07,TRUE
PDE8A,turquoise,up,0.837275276705525,0.577417602875375,0.722737662435621,0.000383371753125156,FALSE
MAN2B2,turquoise,up,0.837263297124037,0.676418497314608,0.868797657309946,1.58545938640569e-05,FALSE
ZNF91,turquoise,up,0.837199295318931,0.5145259010967,0.727811294780262,0.00160472977490799,FALSE
FRMD4A,turquoise,up,0.837083948324733,0.859345208165992,1.31134645728836,2.23203617420076e-10,TRUE
SUZ12,turquoise,up,0.836880151109718,0.52761358365027,0.733780686384735,0.00122574924116191,FALSE
RTKN,turquoise,up,0.836840282308084,0.793922502539095,1.15191823645798,4.21904096496469e-08,TRUE
TAF1A,turquoise,up,0.83683063255868,0.576498767398276,0.491045545764072,0.000486086535874524,FALSE
PUS7L,turquoise,up,0.836621642735354,0.467305954470182,0.424000074336933,0.00543585910576634,FALSE
CEP70,turquoise,up,0.836571624700727,0.407668905011601,0.515871898942947,0.0146609775582849,FALSE
PALS1,turquoise,up,0.836454544753218,0.594718756779161,0.937235031353122,0.000201940253700881,FALSE
TULP3,turquoise,up,0.836427670465831,0.666316505790692,0.998484506527371,2.03571095607487e-05,FALSE
MRS2,turquoise,up,0.83623085841096,0.608381445984957,0.617177033553589,0.000163295638546869,FALSE
TMEM14A,turquoise,up,0.836053033901691,0.732931538480555,0.870535088355441,1.72522061048411e-06,FALSE
SH3PXD2B,turquoise,up,0.835915086383097,0.649095426860486,0.943119001679264,3.95842223736355e-05,FALSE
PRMT3,turquoise,up,0.835800021034664,0.401972815503231,0.397307784427141,0.0173912603826224,FALSE
ZNF708,turquoise,up,0.835730951065612,0.571808786710779,0.624904520716268,0.000427291625670153,FALSE
PMS1,turquoise,up,0.835667040284063,0.596538440463052,0.745360928940634,0.000211330861094497,FALSE
NCK1,turquoise,up,0.835625556625265,0.813861389186791,1.2940195419522,8.48977499174403e-09,TRUE
KRAS,turquoise,up,0.835339891674587,0.593220685238703,0.690394006175023,0.000260300375607003,FALSE
SH3GLB2,turquoise,up,0.835319197982068,0.495889390826568,0.431294099044719,0.00343005786709327,FALSE
GTF3C3,turquoise,up,0.835314331787269,0.572582316825904,0.691176708835005,0.00040718451221728,FALSE
CEP95,turquoise,up,0.83520333522928,0.597035102740051,0.579784394528142,0.000259488748888499,FALSE
RPS6KA5,turquoise,up,0.834901197158871,0.729717533755869,1.34330907422205,1.04194881736807e-06,TRUE
ZNF701,turquoise,up,0.834847182933993,0.622441825541067,0.724323729508868,9.93102075309883e-05,FALSE
NRCAM,turquoise,up,0.83477095793993,0.867530207898808,2.4107897716569,3.67876216678947e-11,TRUE
CLMN,turquoise,up,0.834687270312478,0.839461231953721,1.45400698489746,9.81530011759608e-10,TRUE
EEIG1,turquoise,up,0.834632974088605,0.771859472636689,1.31763807018967,1.19397186950071e-07,TRUE
LIG4,turquoise,up,0.834300710081519,0.548084076964713,0.6626090782128,0.000752970089452965,FALSE
AASS,turquoise,up,0.834288656860461,0.554313764929901,0.700304320691597,0.00068299243492714,FALSE
TRAK2,turquoise,up,0.834071142796031,0.436305690049135,0.717278401370086,0.00845760072843278,FALSE
PGAP3,turquoise,up,0.83394531500906,0.651845962547101,0.655961322633773,4.37868388355989e-05,FALSE
CRYZ,turquoise,up,0.833418092424495,0.610539675211584,1.06791087865845,0.00012286034081314,TRUE
HPS3,turquoise,up,0.833306805500334,0.733503589841356,1.33017501750656,9.54261104974742e-07,TRUE
RWDD2A,turquoise,up,0.833306740138063,0.54073514331349,0.499788484128759,0.00104696546581434,FALSE
NEK3,turquoise,up,0.833170593157523,0.621347508851286,0.773141448989977,9.69492777123485e-05,FALSE
ZNF555,turquoise,up,0.833154995199587,0.590945722707209,0.59695339630378,0.000269563709337318,FALSE
ALCAM,turquoise,up,0.83314828670649,0.795782737523954,1.60977399391288,2.40704549008579e-08,TRUE
ZFC3H1,turquoise,up,0.833144376010363,0.403802307083779,0.387617115562841,0.0172862972093532,FALSE
POLR1A,turquoise,up,0.83311290669546,0.524885522694882,0.471829501375485,0.00170235841634251,FALSE
TRIO,turquoise,up,0.832856203480074,0.568930333134786,0.801380576807249,0.000452522603625798,FALSE
ATF7IP2,turquoise,up,0.832601556794373,0.918441671647487,2.0202601556222,3.6663604712091e-14,TRUE
UTP15,turquoise,up,0.832593225817308,0.427169196315689,0.601183186753279,0.0100101551886185,FALSE
FGD4,turquoise,up,0.83250645544525,0.644779839340435,0.874423642003858,4.56673344652103e-05,FALSE
PARP9,turquoise,up,0.832376210227804,0.839993662810249,1.47504140065228,8.40605248361182e-10,TRUE
CENPBD1P,turquoise,up,0.832081212048029,0.675203884291749,0.740428362477256,1.66041454839706e-05,FALSE
DLG5,turquoise,up,0.831878385985867,0.430550531578115,0.354046972351586,0.0124013753753087,FALSE
PDZD4,turquoise,up,0.8314304574545,0.749041232548719,1.21309224135313,4.5220334271363e-07,TRUE
PARP14,turquoise,up,0.831362877289347,0.805586676017546,1.4572428879522,1.39616087209312e-08,TRUE
RASA1,turquoise,up,0.831321892560075,0.506890739109524,0.795900224037009,0.00194043746672756,FALSE
SERTAD2,turquoise,up,0.831191018787227,0.76577960754553,0.960961068098691,2.33009937076186e-07,FALSE
MRPS35,turquoise,up,0.831138009152381,0.379870653581372,0.40080675886276,0.0255458637820476,FALSE
ARL8B,turquoise,up,0.83104775945526,0.601243518902924,0.976099455845803,0.000170506356750341,FALSE
OSBPL11,turquoise,up,0.8309874687891,0.741664284048012,1.32635249847726,5.97894878959391e-07,TRUE
ZNF607,turquoise,up,0.830453204499809,0.563269849497578,0.435319014157288,0.000744412144017355,FALSE
KCTD12,turquoise,up,0.830208959213112,0.717606080229517,0.713542325997686,4.55616959013232e-06,FALSE
CHML,turquoise,up,0.83005044853528,0.632722791074737,0.748879567525058,6.8593312485264e-05,FALSE
HTATIP2,turquoise,up,0.829833998140996,0.850801667444792,1.33470462238705,4.1131493472453e-10,TRUE
SFXN5,turquoise,up,0.829397366453804,0.588356033760635,0.758177144954511,0.000268249871135086,FALSE
PNPLA8,turquoise,up,0.829380558307434,0.523811612374645,0.64628242986122,0.00141154991854166,FALSE
POP5,turquoise,up,0.828889797067173,0.697867930044264,1.14888803148265,5.35151651460363e-06,TRUE
WDR75,turquoise,up,0.828738609382309,0.44096440376482,0.57208169081419,0.007942630090647,FALSE
PIGX,turquoise,up,0.828650574734845,0.398246037354732,0.46379129715189,0.0176824471148038,FALSE
ZBTB20,turquoise,up,0.827991729907364,0.642358663939265,1.39218665702776,4.00979621958113e-05,TRUE
MICA,turquoise,up,0.827323220958866,0.740630006749758,1.31751014393755,6.40191335857951e-07,TRUE
MLYCD,turquoise,up,0.827007868509303,0.595488849678058,0.644344574089439,0.000230844040674336,FALSE
LYSMD3,turquoise,up,0.826288400142917,0.472229983176224,0.655826307804162,0.0041231646672921,FALSE
C3orf33,turquoise,up,0.826203805890811,0.721590720742919,0.814972451016192,2.39703542040642e-06,FALSE
BCKDHB,turquoise,up,0.82607525040112,0.398674309280684,0.50055067525906,0.0177014447786196,FALSE
PSMD1,turquoise,up,0.825341737639629,0.580513570739012,0.928771739680034,0.000309223265202082,FALSE
INVS,turquoise,up,0.825267385298066,0.587667930389946,0.438017889485739,0.000407642857758154,FALSE
ZNF37A,turquoise,up,0.825121583326585,0.486022850106824,0.528258358480342,0.00328545159128628,FALSE
BPGM,turquoise,up,0.824795294020185,0.807922349152029,1.12398009906862,1.69133961674545e-08,TRUE
CKAP5,turquoise,up,0.824699635848655,0.54731083389645,0.861959082376252,0.000744811844306864,FALSE
RNF115,turquoise,up,0.824564864867809,0.508925911165552,0.676166205002316,0.00191730829245361,FALSE
HSD17B4,turquoise,up,0.824440813142396,0.573242075145723,0.853209591976102,0.000391378576466349,FALSE
WDR26,turquoise,up,0.824327379124229,0.41610456166144,0.447764751766384,0.0136158554504187,FALSE
ZNF211,turquoise,up,0.824010973625213,0.644420957460337,0.603419227643794,5.70765766499686e-05,FALSE
PTPN21,turquoise,up,0.823621080070012,0.519006587452138,0.635876908673865,0.00159896396279337,FALSE
ZNF287,turquoise,up,0.822780654273735,0.552815222635988,0.624861376132617,0.000696355320496631,FALSE
IP6K2,turquoise,up,0.822690437445594,0.680960956042633,0.899596533833462,1.31143532435526e-05,FALSE
ECHDC1,turquoise,up,0.8226437733637,0.775531825947819,1.51316523539553,8.81005176534517e-08,TRUE
MAML2,turquoise,up,0.822483706265823,0.508751564909026,0.517767712672322,0.0021842914122312,FALSE
OSGIN2,turquoise,up,0.822454383548587,0.651030864040441,1.06669600954665,3.18137526698202e-05,TRUE
MAP3K11,turquoise,up,0.822425974598079,0.656962147054052,0.804148238650733,3.44928467517806e-05,FALSE
SEMA3B,turquoise,up,0.822314237115517,0.867884596889084,2.39043737306477,3.46713102061669e-11,TRUE
ZSWIM6,turquoise,up,0.822143361923774,0.757727216857023,1.05693243100771,3.42357839976284e-07,TRUE
EIF4G3,turquoise,up,0.8219967604229,0.50375466852911,0.619380346334623,0.00231261214592332,FALSE
TUBE1,turquoise,up,0.821291471796114,0.420481450029479,0.360933781598304,0.0132248861730496,FALSE
SOX2,turquoise,up,0.821137449697428,0.83828166091757,2.84800859849422,5.95867731142449e-10,TRUE
PELO,turquoise,up,0.820996337840848,0.700061003545221,0.927117268962995,5.68152961186896e-06,FALSE
FAT1,turquoise,up,0.820976852717187,0.473942837360941,0.611753507509638,0.0042812020333713,FALSE
RECQL,turquoise,up,0.820916436284836,0.580354999798638,0.912466418870474,0.00029414890899543,FALSE
AS3MT,turquoise,up,0.820891430171682,0.820067651499395,1.21866340523285,5.76326786386081e-09,TRUE
RSPRY1,turquoise,up,0.820790850196818,0.426903423398348,0.489980267769473,0.010992181240363,FALSE
