ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0060074,synapse maturation,9/936,40/18805,0.225,4.52043269230769,5.10110987269155,0.000122171712146348,0.00256716388243569,0.00202968782913672,NRXN1/SEMA7A/CX3CR1/IGSF21/RELN/VPS35/CHRDL1/ADGRB3/NEFL,9
GO:0045824,negative regulation of innate immune response,15/936,100/18805,0.15,3.01362179487179,4.62074463765954,0.000122574076074111,0.00256716388243569,0.00202968782913672,NMI/PARP14/ISG15/LGALS9/VSIG4/TYRO3/DHX58/SERPINB9/OAS1/MICA/INPP5D/HAVCR2/OAS3/IRAK3/A2M,15
GO:0097305,response to alcohol,29/936,276/18805,0.105072463768116,2.11099111234981,4.25551432018297,0.00012427590586396,0.0025923953963222,0.00204963672955423,GPR155/SLIT2/AHR/CYBB/MDM2/TGFBR1/DAG1/CDH1/CTNNA1/TP53INP1/CAT/PENK/LIPA/TBXAS1/GRIN2B/GNG2/ST6GAL1/CPT1A/BIRC2/ABCA1/GLB1/CNR1/PRKD1/CD14/A2M/ABCA2/MAOB/MSTN/NEFL,29
GO:0007249,canonical NF-kappaB signal transduction,32/936,318/18805,0.10062893081761,2.0217169273773,4.20556015379036,0.000128518987563272,0.00267022517985046,0.00211117162627527,TREM2/TLR3/TRIM22/NEK6/TLE1/SLC44A2/CX3CR1/CASP1/CARD11/TLR7/CD4/TAB2/LGALS9/EDNRB/ATP2C1/TRIM38/CYLD/STAT1/IFIT5/LILRB4/BIRC3/CD74/AZI2/BIRC2/S100B/TNFRSF19/BST2/TLR2/IRAK3/PRKD1/ZFAND6/PLK2,32
GO:0001911,negative regulation of leukocyte mediated cytotoxicity,8/936,32/18805,0.25,5.02270299145299,5.21241563427797,0.000132103563402942,0.00272300428121083,0.00215290059433877,CX3CR1/NCKAP1L/LGALS9/SERPINB9/MICA/INPP5D/HAVCR2/FCGR2B,8
GO:0002438,acute inflammatory response to antigenic stimulus,8/936,32/18805,0.25,5.02270299145299,5.21241563427797,0.000132103563402942,0.00272300428121083,0.00215290059433877,FCGR3A/FCGR1A/BTK/C3/FCGR2B/FCGR2A/CNR1/A2M,8
GO:0061900,glial cell activation,11/936,59/18805,0.186440677966102,3.74574460379545,4.83442424697865,0.000136330691935113,0.00279907306473077,0.00221304318404409,TREM2/TLR3/SNCA/CX3CR1/C1QA/SYT11/TLR1/ZEB2/IFNGR1/AIF1/TLR2,11
GO:0014909,smooth muscle cell migration,15/936,101/18805,0.148514851485149,2.98378395531861,4.5751015119282,0.000137444907842084,0.00281088311528026,0.00222238061513908,PDGFD/SLIT2/MDM2/BCL2/PDGFB/CCN3/PLAT/DDR1/DOCK4/PDGFA/AIF1/SEMA6D/ITGA2/SORL1/POSTN,15
GO:0007612,learning,20/936,160/18805,0.125,2.5113514957265,4.393971127244,0.0001381822316575,0.00281492319567916,0.00222557484129288,NLGN4X/NRXN1/NRXN3/SORCS3/TANC1/DDHD2/SYT11/PPT1/HTT/ATAD1/EIF2AK4/RELN/NTRK2/CLSTN2/NLGN3/ATP1A2/TLR2/DKK1/ADGRB3/SLC24A2,20
GO:0010810,regulation of cell-substrate adhesion,25/936,224/18805,0.111607142857143,2.24227812118437,4.28076340449826,0.000139029923492667,0.00282117140472474,0.00223051488970214,PTPRJ/DAG1/BCL2/ITGA6/PDGFB/TLN1/RRAS/GPM6B/UTRN/WASHC2C/EDIL3/EPHA3/ITGA3/DDR1/ST6GAL1/ITGB1BP1/CORO2B/CDKN2A/DUSP3/PKP2/CDK6/GBP1/LIMCH1/THY1/POSTN,25
GO:0099175,regulation of postsynapse organization,19/936,148/18805,0.128378378378378,2.57922586047586,4.41435362092797,0.000141275291309326,0.00285562265185324,0.00225775322749339,NRCAM/CDH2/ADAM10/TANC1/KIF1A/SIPA1L1/ELMO1/ZMYND8/GRIN2B/ABI3/DOCK4/CYFIP2/RPS6KA5/RELN/ARHGAP12/TANC2/FCGR2B/APOE/VPS35,19
GO:1905954,positive regulation of lipid localization,16/936,113/18805,0.141592920353982,2.84471673852205,4.50146569960287,0.000148116075949066,0.00296730211872709,0.00234605084504295,TREM2/SPP1/PLA2G4A/MSR1/P2RX4/ABCA3/ABCA8/OSBPL11/TMEM30A/C3/ABCA1/ABCB4/APOE/BMP6/LRAT/LPL,16
GO:0040013,negative regulation of locomotion,39/936,421/18805,0.0926365795724466,1.861144101346,4.08987273815093,0.000148334028719373,0.00296730211872709,0.00234605084504295,PTPRJ/SLIT2/STARD13/TGFBR1/DAG1/SP100/BCL2/CDH1/CTNNA1/CCN3/CX3CR1/TP53INP1/SPINT2/PLXNA3/SRGAP2B/FRMD5/RRAS/ZMYND8/ARID4A/ZEB2/ST6GAL1/ITGB1BP1/ADORA3/ABHD6/SEMA5A/PLXNB3/AIF1/DUSP3/CD74/SEMA6D/BST2/APOE/ARHGDIB/ATP1B2/LIMCH1/PADI2/ADGRG1/CD200/THY1,39
GO:0001774,microglial cell activation,10/936,50/18805,0.2,4.01816239316239,4.89082352550204,0.000148507354360071,0.00296730211872709,0.00234605084504295,TREM2/TLR3/SNCA/CX3CR1/C1QA/SYT11/TLR1/IFNGR1/AIF1/TLR2,10
GO:0050867,positive regulation of cell activation,37/936,392/18805,0.0943877551020408,1.89632663963021,4.10449737617897,0.000149454113672528,0.00297482138474136,0.00235199583469383,PTPRJ/FCGR3A/TREM2/HLA-DOA/BCL2/HLA-DMB/PLA2G4A/HLA-DMA/NCK1/TOX/CARD11/NCKAP1L/HLA-DPB1/CD4/IL18/LGALS9/CD86/BTK/CYLD/HLA-DPA1/PCID2/HLA-DRA/LILRB4/AIF1/IGFBP2/CD74/INPP5D/HAVCR2/PDCD1LG2/HLA-DQA1/SYK/HLA-DRB3/TNFSF13B/GPR183/HLA-DQB1/HLA-DRB5/THY1,37
GO:0002028,regulation of sodium ion transport,13/936,80/18805,0.1625,3.26475694444444,4.64588656255066,0.000150389329234245,0.00298205457017714,0.00235771463922569,ANK3/SCN1B/NEDD4L/P2RX4/UTRN/FXYD3/DMD/GPD1L/FXYD1/PKP2/ATP1B2/SERPINE2/CNTN1,13
GO:0032755,positive regulation of interleukin-6 production,15/936,102/18805,0.147058823529412,2.95453117144294,4.53001845436005,0.000153858661697868,0.00303929136649387,0.00240296801383791,TLR3/UNC93B1/RIGI/IFIH1/TLR7/LGALS9/TLR1/BTK/SCIMP/AIF1/CD74/SYK/ZBTB20/TLR2/LPL,15
GO:0050672,negative regulation of lymphocyte proliferation,14/936,91/18805,0.153846153846154,3.09089414858646,4.57596139662187,0.000155186733577247,0.00305395779473715,0.00241456379512245,ERBB2/LGALS9/CD86/VSIG4/BTK/LILRB4/CDKN2A/INPP5D/HAVCR2/PDCD1LG2/IDO1/FCGR2B/PDE5A/TNFRSF21,14
GO:0016042,lipid catabolic process,34/936,350/18805,0.0971428571428571,1.95167887667888,4.11320493790466,0.000158793635465296,0.00311319101109593,0.00246139560790488,ALDH3B1/STS/PLCH1/SPP1/PLA2G4A/SCARB2/GBA1/ABCD3/PLBD2/GALC/CYP27A1/DDHD2/HEXA/NAPEPLD/SMPD1/ECHDC1/PPT1/ABHD4/AOAH/LIPA/DAGLB/NAGA/APOC1/CPT1A/ABHD6/RARRES2/FUCA1/GLB1/SPART/PLAAT3/SORL1/APOE/CNR1/LPL,34
GO:0090497,mesenchymal cell migration,11/936,60/18805,0.183333333333333,3.68331552706553,4.76450259405921,0.000159525961155957,0.00311583478437572,0.00246348586575156,SEMA3B/SEMA7A/SEMA4B/CDH2/EDNRB/SEMA3C/SEMA5A/PHACTR4/SEMA6D/BMP7/SEMA3D,11
GO:0002830,positive regulation of type 2 immune response,6/936,18/18805,0.333333333333333,6.69693732193732,5.53428980555369,0.000165727911896246,0.00321290357077666,0.0025402317781162,IL18/CD86/RSAD2/DENND1B/CD74/IDO1,6
GO:0072578,neurotransmitter-gated ion channel clustering,6/936,18/18805,0.333333333333333,6.69693732193732,5.53428980555369,0.000165727911896246,0.00321290357077666,0.0025402317781162,NRXN1/GLRB/FRRS1L/RELN/APOE/CHRDL1,6
GO:0110053,regulation of actin filament organization,28/936,267/18805,0.104868913857678,2.10690162937354,4.16913674285163,0.000166818691959183,0.00322207214284125,0.00254748076570806,SLIT2/MET/TMOD2/ARFIP1/TGFBR1/WASHC4/ARHGEF10/NCK1/NCKAP1L/FER/WASHC2C/WASHC2A/GMFB/SCIN/GPR65/CYFIP2/ITGB1BP1/SEMA5A/CORO2B/ARHGAP18/WASHC3/RDX/CYFIP1/WASHC5/PAK2/CAPG/HCLS1/LIMCH1,28
GO:0002443,leukocyte mediated immunity,43/936,483/18805,0.0890269151138716,1.7886230114491,4.01855107507142,0.000168731994982807,0.00324700130566546,0.00256719061700391,FCGR3A/AHR/TREM2/MR1/TLR3/ADAM17/UNC93B1/ANXA3/CD84/CX3CR1/RIGI/NCKAP1L/C1QA/FCGR1A/BTN3A2/C1QB/C1QC/IL18/LGALS9/BTK/RSAD2/MILR1/SERPINB9/MICA/SCIMP/HLA-DRA/LILRB4/DENND1B/CD74/INPP5D/BTN3A3/HAVCR2/VAMP8/STX7/C3/FCGR2B/SYK/HLA-DRB3/BST2/FCER1G/FCGR2A/CTSH/CFI,43
